DATA,ORDEM,TIPO_DE_AT,APARELHO,MARCA,TECNICO,STATUS,PECA_RECEBIDA,PRONTO,SAIDA,CONSERTADO
12-02-2022,1958,FON,Lavadora,Panasonic,Cvg,Concluído,0,12-03-2022,12-03-2022,Sim
12-02-2022,1959,GON,Cooktop,Midea,Luan/Cvg,Concluído,0,19-12-2022,22-12-2022,Sim
12-02-2022,1960,FON,Refrigerador,Panasonic,,,0,0,0,Não
12-05-2022,1961,FB,Robo,Wap,Lucas,Concluído,0,12-07-2022,20-12-2022,NÃO
12-05-2022,1962,GB,Robo,Wap,Thiago,Troca,0,0,0,NÃO
12-05-2022,1963,GB,Robo,Wap,Mateus,Concluído,13-12-2022,14-12-2022,19-12-2022,Sim
12-05-2022,1964,GB,Robo,Wap,Mateus,Concluído,15-12-2022,16-12-2022,21-12-2022,Sim
12-05-2022,1965,GB,Robo,Wap,Robson,Concluído,13-12-2022,14-12-2022,16-12-2022,Sim
12-05-2022,1966,FB,Aspirador,,,,0,0,0,Não
12-05-2022,1967,GON,Lava E Seca,Midea,Cvg,Concluído,0,12-06-2022,12-06-2022,NÃO
12-06-2022,1968,FB,Robo,Wap,Mateus/Thiago,Concluído,0,19-12-2022,21-12-2022,Sim
12-05-2022,1969,FB,Robo,Wap,Mateus,Concluído,0,19-12-2022,21-12-2022,Sim
,1970,GON,Refrigerador,Panasonic,Cvg / Osiel,Concluído,19-12-2022,12-09-2022,12-09-2022,Sim
,1971,FON,Ar Condicionado,Daikin,,CANCELADA,0,0,20-01-2023,NÃO
,1972,FON,Lavadora,Panasonic,Cvg,Concluído,0,12-06-2022,12-06-2022,Sim
,1973,FB,Microondas,Panasonic,,,0,0,0,Não
,1974,GON,Ar Condicionado,Daikin,,,0,0,0,Não
12-06-2022,1975,GON,Lavadora,Panasonic,Luan,Concluído,0,13-12-2022,13-12-2022,Sim
12-06-2022,1976,GON,Refrigerador,Panasonic,Cvg,Concluído,0,12-12-2022,0,Sim
12-06-2022,1977,FON,Lavadora,Panasonic,Cancelado,CANCELADO,0,0,0,NÃO
12-06-2022,1978,FON,Refrigerador,Panasonic,Osiel,Concluído,0,12-09-2022,12-09-2022,Sim
12-06-2022,1979,GB,Robo,Wap,Thiago,Troca,0,0,0,NÃO
12-06-2022,1980,FB,Microondas,Midea,Luan,Concluído,0,12-08-2022,12-08-2022,Sim
12-06-2022,1981,GON,Lavadora,Panasonic,,,0,0,0,Não
12-06-2022,1982,FON,Refrigerador,Panasonic,Cvg,Concluído,13-12-2022,16-12-2022,16-12-2022,Sim
12-07-2022,1983,FB,Robo,Wap,Mateus,Concluído,0,17-12-2022,13-01-2023,Sim
12-07-2022,1984,GON,Cooktop,Midea,Cvg,Concluído,0,12-08-2022,12-08-2022,Sim
12-07-2022,1985,FON,Lavadora,Panasonic,Cvg,Concluído,0,12-08-2022,12-08-2022,Sim
12-07-2022,1986,GB,Climatizador,Midea,Thiago,Concluído,14-12-2022,15-12-2022,19-12-2022,Sim
12-07-2022,1987,FB,Robo,Kabum,,DESCARTE,0,0,11-08-2023,NÃO
12-08-2022,1988,GB,Robo,Midea,Mateus,Concluído,17-12-2022,17-12-2022,01-11-2023,Sim
12-08-2022,1989,GB,Micro- Ondas,Panasonic,Luan,Concluído,01-04-2023,01-05-2023,01-06-2023,Sim
12-08-2022,1990,FON,Lava E Seca,Midea,Cvg,Concluído,0,12-08-2022,12-08-2022,Sim
12-08-2022,1991,FB,Frigobar,Midea,,,0,0,0,Não
12-08-2022,1992,FB,Robo,Wap,Mateus,Concluído,0,15-12-2022,19-12-2022,Sim
12-08-2022,1993,GON,Lavadora,Panasonic,Cvg,Concluído,19-12-2022,12-10-2022,12-10-2022,Sim
12-08-2022,1994,FON,Ar Condicionado,Gree,Cvg,CANCELADO,0,0,01-04-2023,NÃO
12-08-2022,1995,FON,Refrigerador,Midea,Luan/Cvg,Concluído,0,12-12-2022,12-12-2022,Sim
12-08-2022,1996,GON,Lava E Seca,Midea,Cvg,SEM DEFEITO,0,12-12-2022,12-12-2022,NÃO
12-08-2022,1997,GB,Robo,Midea,Mateus,Concluído,0,16-12-2022,19-12-2022,NÃO
12-08-2022,1998,FON,Ar Condicionado,Samsung,Osiel,Concluído,0,12-08-2022,12-08-2022,Sim
12-08-2022,1999,GON,Refrigerador,Panasonic,Luan,Concluído,0,13-12-2022,13-12-2022,Sim
12-08-2022,2000,GON,Refrigerador,Panasonic,Cvg,Concluído,19-12-2022,01-07-2023,01-07-2023,Sim
12-08-2022,2001,FB,Robo,Wap,Mateus,Concluído,0,17-12-2022,26-01-2023,Sim
12-09-2022,2002,GB,Micro- Ondas,Panasonic,Luan,Concluído,21-12-2022,01-03-2023,01-04-2023,Sim
12-09-2022,2003,GB,Frigobar,Midea,,,0,0,0,Não
12-09-2022,2004,FON,Ar Condicionado,Midea,Cvg,CANCELADO,0,0,05-03-2023,NÃO
12-09-2022,2005,FON,Refrigerador,Panasonic,Cvg,,0,12-11-2022,12-11-2022,NÃO
12-09-2022,2006,FON,Ar Condicionado,Midea,Cvg,Concluído,0,26-04-2023,26-04-2023,Sim
12-09-2022,2007,GB,Robo,Wap,Mateus,CONCLUIDA,14-12-2022,15-12-2022,16-12-2022,Sim
12-09-2022,2008,GB,Robo,Wap,Thiago,CONCLUIDA,14-12-2022,15-12-2022,16-12-2022,Não
12-09-2022,2009,FON,Refrigerador,Panasonic,,CANCELADA,0,0,12-10-2022,NÃO
12-09-2022,2010,FB,Ar Condicionado Portátil,Springer,Thiago,SEM DEFEITO,0,0,16-12-2022,NÃO
12-09-2022,2011,GON,Frigobar,Midea,Luan,SEM DEFEITO,0,12-12-2022,12-12-2022,NÃO
12-09-2022,2012,GON,Lava E Seca,Midea,,,0,0,0,Não
12-09-2022,2013,FON,Ar Portatil,Midea,Osiel,Concluído,0,12-10-2022,12-10-2022,Sim
12-12-2022,2014,FB,Ar Condicionado,Midea,Osiel/Jacleison,Concluído,0,01-04-2023,01-04-2023,Sim
12-12-2022,2015,GON,Lava E Seca,Midea,Luan/Cvg,Concluído,0,12-12-2022,12-12-2022,Sim
12-12-2022,2016,GON,Lava E Seca,Midea,Cvg,Concluído,0,16-12-2022,16-12-2022,Sim
12-12-2022,2017,GB,Microondas,Panasonic,Luan,Concluído,21-12-2022,01-03-2023,01-09-2023,Sim
12-12-2022,2018,GB,Micro- Ondas,Panasonic,Luan / Robson,Concluído,24-01-2023,26-01-2023,02-02-2023,Sim
12-12-2022,2019,GS,Refrigerador,Panasonic,Cvg,SEM CONSERTO,0,0,16-12-2022,NÃO
12-12-2022,2020,GB,Panela,Midea,Thiago,Concluído,01-03-2023,01-05-2023,01-06-2023,Sim
12-12-2022,2021,GB,Microondas,Midea,,Concluído,0,19-12-2022,01-06-2023,Sim
12-12-2022,2022,FON,Refrigerador,Panasonic,Cvg,Concluído,0,13-12-2022,13-12-2022,Sim
13-12-2022,2023,FON,Lavadora,Panasonic,Cvg,Concluído,0,13-12-2022,13-12-2022,Sim
13-12-2022,2024,FON,Ar Condicionado,Daikin,Cvg,CANCELADO,0,0,0,NÃO
13-12-2022,2025,GON,Lava E Seca,Midea,Luan,Concluído,0,14-12-2022,14-12-2022,Sim
13-12-2022,2026,GON,Cooktop,Midea,Luan,Concluído,0,14-12-2022,14-12-2022,Sim
13-12-2022,2027,GON,Lavadora,Panasonic,Luan,PERDA DE GARANTIA,0,0,13-12-2022,NÃO
13-12-2022,2028,GON,Lava E Seca,Midea,Cvg,SEM DEFEITO,0,0,12-05-2022,NÃO
13-12-2022,2029,GB,Aspirador,Wap,,,0,0,0,Não
13-12-2022,2030,FB,Robo,Wap,Lucas,Concluído,0,21-12-2022,27-01-2023,Sim
13-12-2022,2031,FB,Aspirador,Midea,Lucas,Concluído,0,19-12-2022,21-12-2022,Sim
13-12-2022,2032,GB,Robo,Wap,Lucas,Concluído,0,15-12-2022,20-12-2022,Sim
13-12-2022,2033,GON,Refrigerador,Panasonic,Cvg,CANCELADO,0,0,15-12-2022,NÃO
13-12-2022,2034,GB,Robo,Wap,Lucas,Concluído,0,15-12-2022,19-12-2022,Sim
14-12-2022,2035,GB,Robo,Wap,Lucas/Mateus,Concluído,21-12-2022,01-03-2023,01-12-2023,Sim
14-12-2022,2036,GB,Robo,Wap,,Troca,0,0,01-04-2023,NÃO
14-12-2022,2037,GB,Robo,Wap,Lucas/Robson,Concluído,0,19-12-2022,20-01-2023,Sim
14-12-2022,2038,GB,Micro-Ondas,Midea,Luan,SEM DEFEITO,0,0,21-12-2022,NÃO
14-12-2022,2039,FB,Micro-Ondas,Midea,Luan,Concluído,0,17-12-2022,17-12-2022,Sim
14-12-2022,2040,GB,Robo,Wap,Lucas,Concluído,0,21-12-2022,02-07-2023,Sim
14-12-2022,2041,FB,Robo,Wap,Mateus,Concluído,0,19-12-2022,01-09-2023,Sim
14-12-2022,2042,GON,Lavadora,Panasonic,Cvg,Concluído,13-01-2023,21-01-2023,21-01-2023,Sim
15-12-2022,2043,GON,Lava E Seca,Midea,,,0,0,0,Não
15-12-2022,2044,GON,Lava E Seca,Midea,Oziel/Cvg,Concluído,01-03-2023,01-05-2023,01-05-2023,Sim
15-12-2022,2045,GON,Refrigerador,Panasonic,Cvg,Concluído,20-12-2022,01-04-2023,01-04-2023,Sim
15-12-2022,2046,GON,Refrigerador,Panasonic,Cvg,Concluído,01-04-2023,01-09-2023,01-09-2023,Sim
15-12-2022,2047,GON,Lavadora,Panasonic,Cvg,Concluído,0,16-12-2022,16-12-2022,Sim
15-12-2022,2048,GB,Microondas,Panasonic,Cvg,Concluído,0,15-12-2022,15-12-2022,Sim
15-12-2022,2049,FON,Ar Condicionado,Daikin,Jacleilson E Osiel,Concluído,0,13-03-2023,13-03-2023,Sim
15-12-2022,2050,GB,Panela,Midea,Thiago,Concluído,0,15-12-2022,15-12-2022,Sim
15-12-2022,2051,GON,Lava E Seca,Midea,,CANCELADA,0,0,21-12-2022,NÃO
15-12-2022,2052,GS,Robo,Wap,Lucas,Concluído,0,16-12-2022,02-10-2023,Sim
15-12-2022,2053,GB,Robo,Wap,Lucas,Troca,0,0,0,NÃO
15-12-2022,2054,FB,Robo,Midea,Lucas,Concluído,20-12-2022,20-12-2022,21-12-2022,Sim
16-12-2022,2055,GB,Robo,Wap,Lucas,Concluído,01-04-2023,01-09-2023,25-01-2023,Sim
16-12-2022,2056,GB,Robo,Midea,Mateus/Matheus Rosa,Concluído,01-03-2023,01-03-2023,01-05-2023,Sim
16-12-2022,2057,GB,Robo,Wap,Lucas/Mateus,Concluído,01-04-2022,01-09-2023,01-12-2023,Sim
16-12-2022,2058,GB,Microondas,Panasonic,Luan,Concluído,0,17-12-2022,19-12-2022,Sim
16-12-2022,2059,GB,Robo,Wap,Mateus,Troca,0,0,0,NÃO
16-12-2022,2060,FB,Robo,Wap,Mateus,Concluído,0,19-12-2022,21-12-2022,Sim
17-12-2022,2061,FON,Ar Condicionado,Midea,Osiel,Concluído,0,02-01-2023,19-01-2023,Sim
17-12-2022,2062,GON,Lavadora,Panasonic,Osiel,Concluído,0,01-09-2023,01-09-2023,Sim
17-12-2022,2063,GON,Lava Louças,Midea,Osiel,SEM DEFEITO,0,01-03-2023,01-03-2023,NÃO
17-12-2022,2064,GON,Refrigerador,Panasonic,Cvg,Concluído,0,20-12-2022,20-12-2022,Sim
17-12-2022,2065,FON,Refrigerador,Panasonic,Cvg,Concluído,0,01-04-2023,01-04-2023,Sim
17-12-2023,2066,GON,Refrigerador,Panasonic,Cvg / Osiel,Concluído,01-04-2023,17-01-2023,17-01-2023,Sim
17-12-2022,2067,GON,Lavadora,Panasonic,Osiel / Jacleilson,Concluído,01-11-2023,02-07-2023,02-07-2023,Sim
19-12-2022,2068,FON,Ar Condicionado,,,,0,0,0,Não
19-12-2022,2069,GB,Microondas,Panasonic,Luan,Concluído,01-04-2023,01-11-2023,15-02-2023,Sim
19-12-2022,2070,FB,Robo,Wap,Thiago,Concluído,0,21-12-2022,21-12-2022,Sim
19-12-2022,2071,FB,Aspirador,Midea,Mateus,Concluído,0,21-12-2022,21-12-2022,Sim
20-12-2022,2072,GON,Lavadora,Panasonic,Cvg,CANCELADO,0,0,01-05-2023,NÃO
20-12-2022,2073,FON,Refrigerador,Midea,Cvg,SEM CONSERTO,0,0,0,NÃO
20-12-2022,2074,GON,Refrigerador,Panasonic,Cvg,CANCELADO,0,0,01-05-2023,NÃO
20-12-2022,2075,GB,Robo,Wap,Lucas / Mateus,Concluído,0,01-04-2023,02-09-2023,Sim
20-12-2022,2076,GB,Cooktop,Midea,Robson / Claudio,Concluído,02-03-2023,23-02-2023,24-02-2023,Sim
20-12-2022,2077,GB,Microondas,Panasonic,Luan,Concluído,01-04-2023,21-12-2022,21-12-2022,Sim
21-12-2022,2078,GB,Microondas,Midea,Luan,Concluído,21-12-2022,21-12-2022,21-12-2022,Sim
