DATA,TIPO DE AT.,APARELHO,MARCA,STATUS,PECA_RECEBIDA,PRONTO,SAIDA,CONSERTADO,TECNICO
16-07-2021,ON SITE,Refrigerador,Panasonic,Concluido,30-07-2021,31-07-2021,31-07-2021,Sim,
16-07-2021,ETICKET,Aspirador,Midea,Troca,00-00-0000,00-00-0000,09-02-2021,não,
17-07-2021,BALCÃO,Notebook,Sti,Concluido,27-07-2021,28-07-2021,31-07-2021,Sim,
17-07-2021,ETICKET,Robo,Wap,Concluido,00-00-0000,00-00-0000,28-07-2021,Sim,
17-07-2021,ETICKET,Robo,Wap,Concluido,30-07-2021,08-04-2021,08-06-2021,Sim,
17-07-2021,ETICKET,Aspirador,Midea,Concluido,08-02-2021,08-04-2021,09-02-2021,Sim,
17-07-2021,ETICKET,Aspirador,Midea,Concluido,08-07-2021,08-10-2021,16-08-2021,Sim,
17-07-2021,ETICKET,Microondas,Midea,Concluido,00-00-0000,08-04-2021,08-09-2021,Sim,
17-07-2021,ETICKET,Microondas,Midea,Indefinido,00-00-0000,00-00-0000,00-00-0000,Não,
17-07-2021,ETICKET,Robo,Wap,Descarte,00-00-0000,00-00-0000,27-07-2021,não,
17-07-2021,ETICKET,Robo,Wap,Concluido,00-00-0000,08-03-2021,08-06-2021,Sim,
17-07-2021,ETICKET,Robo,Wap,Concluido,08-04-2021,08-09-2021,08-12-2021,Sim,
17-07-2021,ETICKET,Robo,Wap,Concluido,00-00-0000,08-03-2021,08-06-2021,Sim,
17-07-2021,ETICKET,Robo,Wap,Concluido,00-00-0000,08-03-2021,08-12-2021,sem defeito,
17-07-2021,BALCÃO,Notebook,Acer,Concluido,00-00-0000,17-07-2021,17-07-2021,Sim,
17-07-2021,BALCÃO,,,Indefinido,00-00-0000,00-00-0000,00-00-0000,Não,
17-07-2021,BALCÃO,,,Indefinido,00-00-0000,00-00-0000,00-00-0000,Não,
17-07-2021,ON SITE,Lavadora,Panasonic,Concluido,00-00-0000,19-07-2021,19-07-2021,Sim,
17-07-2021,ON SITE,Refrigerador,Midea,Indefinido,00-00-0000,00-00-0000,00-00-0000,Não,
17-07-2021,ON SITE,Lavadora,Panasonic,Concluido,08-02-2021,20-07-2021,20-07-2021,Sim,
19-07-2021,ON SITE,Refrigerador,Panasonic,Concluido,00-00-0000,24-07-2021,24-07-2021,Sim,
19-07-2021,ON SITE,Lava E Seca,Midea,Concluido,00-00-0000,19-07-2021,19-07-2021,Sim,
19-07-2021,BALCÃO,Robo,Wap,Concluido,08-12-2021,17-08-2021,19-08-2021,Não,
19-07-2021,BALCÃO,Robo,Midea,Concluido,00-00-0000,26-07-2021,28-07-2021,Sim,
19-07-2021,BALCÃO,Purificador,Midea,Sem Conserto,00-00-0000,00-00-0000,22-07-2021,não,
19-07-2021,BALCÃO,Robo,Wap,Sem Defeito,00-00-0000,00-00-0000,27-07-2021,não,
19-07-2021,ON SITE,Lavadora,Panasonic,Concluido,00-00-0000,20-07-2021,20-07-2021,Sim,
19-07-2021,ETICKET,Robo,Wap,Concluido,00-00-0000,08-12-2021,17-08-2021,não,
19-07-2021,ETICKET,Robo,Wap,Concluido,30-08-2021,31-08-2021,09-01-2021,Sim,
19-07-2021,ETICKET,Robo,Wap,Concluido,30-07-2021,08-03-2021,08-04-2021,Sim,
19-07-2021,ETICKET,Robo,Wap,Concluido,30-08-2021,09-01-2021,09-09-2021,Sim,
19-07-2021,ETICKET,Robo,Wap,Concluido,30-07-2021,08-03-2021,08-04-2021,Sim,
19-07-2021,ETICKET,Robo,Wap,Concluido,30-07-2021,08-04-2021,08-06-2021,Sim,
19-07-2021,ETICKET,Robo,Wap,Concluido,08-05-2021,08-06-2021,08-09-2021,Sim,
19-07-2021,ETICKET,Robo,Wap,Concluido,00-00-0000,16-08-2021,23-08-2021,Sim,
19-07-2021,ETICKET,Robo,Wap,DevoluãAo,00-00-0000,00-00-0000,00-00-0000,não,
19-07-2021,ETICKET,Microondas,Midea,Concluido,00-00-0000,08-02-2021,08-09-2021,Sim,
19-07-2021,ETICKET,Microondas,Midea,Concluido,00-00-0000,27-08-2021,08-09-2021,Sim,
19-07-2021,ETICKET,Robo,Midea,Concluido,00-00-0000,08-06-2021,17-08-2021,Sim,
19-07-2021,ETICKET,Microondas,Midea,Concluido,00-00-0000,08-10-2021,17-08-2021,Sim,
19-07-2021,ETICKET,Robo,Wap,Concluido,08-12-2021,16-08-2021,17-08-2021,Sim,
19-07-2021,ETICKET,Robo,Wap,Concluido,30-07-2021,08-04-2021,08-06-2021,Sim,
19-07-2021,ETICKET,Aspirador,Midea,Concluido,08-07-2021,08-10-2021,16-08-2021,Sim,
19-07-2021,ETICKET,Robo,Wap,Concluido,30-08-2021,31-08-2021,09-01-2021,Sim,
19-07-2021,ETICKET,Microondas,Midea,Concluido,00-00-0000,08-03-2021,08-09-2021,Sim,
19-07-2021,ETICKET,Robo,Wap,Concluido,08-04-2021,08-06-2021,08-09-2021,Não,
19-07-2021,ETICKET,Robo,Wap,Concluido,00-00-0000,30-07-2021,08-04-2021,Sim,
19-07-2021,ETICKET,Robo,Wap,Concluido,08-04-2021,08-06-2021,08-09-2021,Sim,
19-07-2021,ETICKET,Robo,Wap,Concluido,08-05-2021,08-06-2021,08-09-2021,Sim,
19-07-2021,ETICKET,Robo,Wap,Concluido,08-05-2021,08-09-2021,08-12-2021,Sim,
19-07-2021,ETICKET,Fritadeira,Midea,Troca,00-00-0000,00-00-0000,31-08-2021,não,
19-07-2021,ETICKET,Robo,Wap,Concluido,08-07-2021,08-11-2021,16-08-2021,Sim,
19-07-2021,ETICKET,Robo,Wap,Concluido,04-05-2021,23-08-2021,25-08-2021,Sim,
19-07-2021,ETICKET,Robo,Wap,Concluido,08-07-2021,08-10-2021,08-12-2021,Sim,
19-07-2021,ETICKET,Robo,Wap,Concluido,00-00-0000,31-08-2021,09-01-2021,Sim,
19-07-2021,ETICKET,Aspirador,Midea,Concluido,08-05-2021,08-07-2021,17-08-2021,Sim,
19-07-2021,ETICKET,Robo,Wap,Concluido,00-00-0000,09-10-2021,15-09-2021,Sim,
19-07-2021,ON SITE,Lava E Seca,Midea,Concluido,00-00-0000,20-07-2021,20-07-2021,Sim,
20-07-2021,ON SITE,Lavadora,Panasonic,Concluido,00-00-0000,20-07-2021,20-07-2021,Sim,
20-07-2021,BALCÃO,Aquecedor,Midea,Concluido,00-00-0000,08-02-2021,08-09-2021,Não,
20-07-2021,ON SITE,Refrigerador,Panasonic,Concluido,00-00-0000,27-07-2021,27-07-2021,Sim,
20-07-2021,BALCÃO,Climatizador,Springer,Concluido,14-09-2021,10-01-2021,10-02-2021,Sim,
20-07-2021,ON SITE,Lavadora,Panasonic,Concluido,00-00-0000,20-07-2021,20-07-2021,Sim,
20-07-2021,ON SITE,Refrigerador,Panasonic,Concluido,00-00-0000,27-07-2021,27-07-2021,Sim,
20-07-2021,ON SITE,Notebook,Positivo,Concluido,00-00-0000,22-07-2021,23-07-2021,não,
20-07-2021,BALCÃO,Aspirador,Midea,Concluido,08-02-2021,08-03-2021,08-04-2021,Sim,
21-07-2021,BALCÃO,Aspirador,Midea,Concluido,00-00-0000,30-07-2021,31-07-2021,Sim,
21-07-2021,ON SITE,Lavadora,Panasonic,Concluido,00-00-0000,26-07-2021,26-07-2021,Sim,
21-07-2021,ON SITE,Refrigerador,Panasonic,Concluido,00-00-0000,24-07-2021,24-07-2021,Sim,
21-07-2021,ON SITE,Refrigerador,Panasonic,Concluido,08-06-2021,18-08-2021,18-08-2021,Sim,
21-07-2021,ON SITE,Lava E Seca,Midea,Concluido,00-00-0000,22-07-2021,22-07-2021,Sim,
21-07-2021,ETICKET,Robo,Wap,Concluido,08-04-2021,08-07-2021,08-09-2021,Sim,
21-07-2021,ETICKET,Robo,Wap,Concluido,08-07-2021,08-12-2021,00-00-0000,Sim,
21-07-2021,ETICKET,Microondas,Midea,Ressarcimento,00-00-0000,00-00-0000,00-00-0000,não,
21-07-2021,ETICKET,Aspirador,Midea,Concluido,00-00-0000,08-02-2021,08-10-2021,sem defeito,
21-07-2021,ETICKET,Robo,Wap,Concluido,00-00-0000,14-08-2021,17-08-2021,não,
21-07-2021,ETICKET,Robo,Wap,DevoluãAo,00-00-0000,00-00-0000,21-07-2021,não,
21-07-2021,ETICKET,Panela,Midea,Concluido,00-00-0000,08-12-2021,17-08-2021,sem defeito,
21-07-2021,ETICKET,Robo,Wap,Concluido,08-07-2021,08-10-2021,23-08-2021,Sim,
21-07-2021,ETICKET,Aspirador,Midea,Sem Defeito,00-00-0000,00-00-0000,25-08-2021,não,
21-07-2021,ETICKET,Climatizador,Midea,Concluido,00-00-0000,08-10-2021,25-08-2021,Sim,
21-07-2021,ETICKET,Robo,Wap,Concluido,30-08-2021,09-01-2021,09-02-2021,Sim,
21-07-2021,ETICKET,Robo,Wap,Concluido,08-12-2021,13-08-2021,17-08-2021,Sim,
21-07-2021,ETICKET,Robo,Wap,Concluido,08-12-2021,17-08-2021,23-08-2021,Sim,
21-07-2021,ETICKET,Robo,Wap,Concluido,00-00-0000,14-08-2021,17-08-2021,não,
21-07-2021,ETICKET,Aspirador,Midea,Concluido,08-02-2021,08-03-2021,08-10-2021,Sim,
21-07-2021,ETICKET,Aspirador,Midea,Concluido,00-00-0000,08-02-2021,08-03-2021,Sim,
21-07-2021,ETICKET,Robo,Wap,Concluido,00-00-0000,08-04-2021,08-09-2021,não,
21-07-2021,ETICKET,Robo,Wap,Concluido,00-00-0000,08-05-2021,09-03-2021,Sim,
21-07-2021,ETICKET,Robo,Wap,ConcluãDo,00-00-0000,09-02-2021,09-09-2021,Sim,
21-07-2021,ETICKET,Microondas,Midea,Reembolso,00-00-0000,00-00-0000,00-00-0000,Não,
21-07-2021,ETICKET,Robo,Midea,Concluido,00-00-0000,08-02-2021,08-09-2021,Sim,
21-07-2021,ETICKET,Robo,Wap,Concluido,08-07-2021,08-11-2021,16-08-2021,Sim,
21-07-2021,ETICKET,Microondas,Midea,Concluido,00-00-0000,23-08-2021,26-08-2021,Sim,
21-07-2021,ETICKET,Robo,Midea,Concluido,30-08-2021,30-08-2021,10-06-2021,Sim,
21-07-2021,ETICKET,Fritadeira,Midea,Sem Defeito,00-00-0000,00-00-0000,09-01-2021,não,
21-07-2021,ETICKET,Microondas,Midea,Indefinido,00-00-0000,00-00-0000,00-00-0000,Não,
21-07-2021,ETICKET,Fritadeira,Midea,Troca,00-00-0000,00-00-0000,15-09-2021,não,
21-07-2021,ETICKET,Aspirador,Midea,Concluido,08-12-2021,17-08-2021,25-08-2021,Sim,
21-07-2021,ETICKET,Robo,Wap,Concluido,08-07-2021,08-12-2021,16-08-2021,Sim,
21-07-2021,ETICKET,Aspirador,Midea,Concluido,21-08-2021,23-08-2021,26-08-2021,Sim,
21-07-2021,BALCÃO,Robo,Wap,Sem Defeito,00-00-0000,00-00-0000,08-05-2021,não,
21-07-2021,ON SITE,Refrigerador,Panasonic,Concluido,00-00-0000,27-07-2021,27-07-2021,Sim,
22-07-2021,ON SITE,Lava E Seca,Midea,Sem Defeito,00-00-0000,00-00-0000,22-07-2021,não,
22-07-2021,BALCÃO,Robo,Wap,Concluido,00-00-0000,29-07-2021,29-07-2021,Sim,
22-07-2021,ON SITE,Refrigerador,Panasonic,Concluido,00-00-0000,24-07-2021,24-07-2021,Sim,
22-07-2021,ON SITE,Lavadora,Panasonic,Concluido,30-07-2021,31-07-2021,31-07-2021,Sim,
22-07-2021,BALCAO,Aspirador,,Indefinido,00-00-0000,00-00-0000,00-00-0000,Não,
22-07-2021,BALCÃO,Robo,Wap,Concluido,08-12-2021,18-08-2021,19-08-2021,Sim,
22-07-2021,ON SITE,Refrigerador,Midea,Concluido,00-00-0000,23-07-2021,23-07-2021,Sim,
22-07-2021,ETICKET,Robo,Wap,Concluido,08-07-2021,08-10-2021,08-12-2021,Sim,
22-07-2021,ETICKET,Aspirador,Midea,Concluido,00-00-0000,17-08-2021,19-08-2021,Sim,
22-07-2021,ETICKET,Robo,Wap,Concluido,08-04-2021,08-06-2021,08-09-2021,Sim,
22-07-2021,ETICKET,Robo,Wap,Concluido,30-08-2021,31-08-2021,09-01-2021,Sim,
22-07-2021,ETICKET,Robo,Wap,Concluido,08-07-2021,08-12-2021,16-08-2021,Sim,
22-07-2021,ETICKET,Robo,Wap,Sem Conserto,00-00-0000,00-00-0000,30-08-2021,não,
22-07-2021,ETICKET,Aspirador,Mdea,Concluido,21-08-2021,23-08-2021,26-08-2021,Sim,
22-07-2021,ETICKET,Robo,Wap,Concluido,00-00-0000,08-06-2021,08-12-2021,Sim,
22-07-2021,ETICKET,Robo,Wap,Concluido,00-00-0000,30-07-2021,08-04-2021,Sim,
22-07-2021,ETICKET,Robo,Wap,Concluido,08-07-2021,08-10-2021,08-12-2021,Sim,
22-07-2021,ETICKET,Robo,Wap,Concluido,08-07-2021,08-12-2021,16-08-2021,Sim,
22-07-2021,ETICKET,Microondas,Midea,Concluido,00-00-0000,26-08-2021,31-08-2021,Sim,
22-07-2021,ETICKET,Aspirador,Midea,Concluido,00-00-0000,08-12-2021,17-08-2021,Sim,
22-07-2021,ETICKET,Robo,Wap,Concluido,08-12-2021,19-08-2021,30-08-2021,Sim,
22-07-2021,ETICKET,Robo,Wap,Indefinido,00-00-0000,00-00-0000,00-00-0000,Não,
22-07-2021,ETICKET,Robo,Wap,Concluido,09-09-2021,13-09-2021,15-09-2021,Sim,
22-07-2021,ETICKET,Robo,Wap,Concluido,08-07-2021,13-09-2021,16-09-2021,Sim,
22-07-2021,ETICKET,Aspirador,Midea,Concluido,08-07-2021,08-10-2021,16-08-2021,Sim,
22-07-2021,ETICKET,Robo,Wap,Concluido,08-07-2021,08-10-2021,08-12-2021,Sim,
22-07-2021,ETICKET,Robo,Wap,Concluido,08-07-2021,19-08-2021,23-08-2021,Sim,
22-07-2021,ETICKET,Robo,Wap,Concluido,08-07-2021,14-09-2021,15-09-2021,Sim,
22-07-2021,ETICKET,Microondas,Midea,Concluido,00-00-0000,16-08-2021,26-08-2021,Sim,
22-07-2021,ETICKET,Robo,Wap,Concluido,30-08-2021,09-01-2021,09-09-2021,Sim,
22-07-2021,ETICKET,Fritadeira,Midea,Concluido,08-12-2021,17-08-2021,25-05-2020,Sim,
22-07-2021,ETICKET,Robo,Wap,Concluido,09-10-2021,16-09-2021,22-09-2021,Sim,
22-07-2021,ETICKET,Aspirador,Midea,Concluido,08-07-2021,08-10-2021,16-08-2021,Sim,
22-07-2021,ETICKET,Microondas,Midea,Concluido,00-00-0000,08-03-2021,08-09-2021,Sim,
22-07-2021,ETICKET,Aspirador,Midea,Concluido,16-08-2021,19-08-2021,25-08-2021,Sim,
22-07-2021,ETICKET,Microondas,Midea,Concluido,00-00-0000,08-10-2021,19-08-2021,não,
22-07-2021,ETICKET,Robo,Wap,Concluido,08-07-2021,08-10-2021,08-12-2021,Sim,
22-07-2021,ETICKET,Robo,Wap,Concluido,00-00-0000,08-06-2021,08-09-2021,Sim,
22-07-2021,ETICKET,Robo,Wap,Concluido,08-12-2021,18-08-2021,23-08-2021,Sim,
22-07-2021,ETICKET,Robo,Wap,Concluido,08-07-2021,16-09-2021,20-09-2021,Sim,
22-07-2021,ETICKET,Microondas,Midea,Concluido,00-00-0000,08-03-2021,16-08-2021,Sim,
22-07-2021,ETICKET,Aspirador,Midea,Concluido,08-12-2021,18-08-2021,25-08-2021,Sim,
22-07-2021,ETICKET,Robo,Wap,Desacarte,00-00-0000,00-00-0000,00-00-0000,Não,
22-07-2021,ETICKET,Robo,Wap,Concluido,08-12-2021,16-08-2021,17-08-2021,Sim,
23-07-2021,ON SITE,Lavadora,Panasonic,Concluido,00-00-0000,30-07-2021,30-07-2021,Sim,
23-07-2021,BALCAO,Robo,Wap,Sem Defeito,00-00-0000,00-00-0000,17-08-2021,não,
24-07-2021,ON SITE,Lavadora,Midea,Concluido,00-00-0000,08-11-2021,08-11-2021,não,
26-07-2021,ON SITE,Lavadora,Panasonic,Concluido,08-06-2021,08-09-2021,08-09-2021,Sim,
26-07-2021,ON SITE,Lavadora,Panasonic,Concluido,08-02-2021,26-07-2021,26-07-2021,Sim,
26-07-2021,ON SITE,Porta Hd,,Sem Conserto,00-00-0000,00-00-0000,29-07-2021,não,
26-07-2021,ON SITE,Microondas,Electrolux,Concluido,00-00-0000,27-07-2021,08-03-2021,Sim,
26-07-2021,BALCÃO,Robo,Wap,Concluido,08-05-2021,08-11-2021,16-08-2021,Sim,
26-07-2021,BALCAO,Robo,Wap,Concluido,00-00-0000,30-07-2021,08-02-2021,Sim,
26-07-2021,ETICKET,Robo,Wap,Concluido,08-07-2021,13-09-2021,14-09-2021,Sim,
26-07-2021,ETICKET,Robo,Wap,Concluido,00-00-0000,08-09-2021,08-12-2021,Sim,
26-07-2021,ETICKET,Robo,Wap,Concluido,30-08-2021,09-01-2021,09-02-2021,Sim,
26-07-2021,ETICKET,Microondas,Midea,Concluido,30-08-2021,30-08-2021,09-02-2021,Sim,
26-07-2021,ETICKET,Aspirador,Midea,Concluido,00-00-0000,27-08-2021,09-02-2021,Sim,
26-07-2021,ETICKET,Aspirador,Midea,Concluido,08-12-2021,17-08-2021,25-08-2021,Sim,
26-07-2021,ETICKET,Fritadeira,Midea,Troca,00-00-0000,00-00-0000,15-09-2021,não,
26-07-2021,ETICKET,Robo,Wap,Concluido,00-00-0000,23-08-2021,25-08-2021,Sim,
26-07-2021,ETICKET,Robo,Wap,Concluido,08-12-2021,13-08-2021,17-08-2021,Sim,
26-07-2021,ETICKET,Robo,Wap,Concluido,00-00-0000,14-08-2021,17-08-2021,não,
26-07-2021,ETICKET,Robo,Wap,Concluido,30-08-2021,09-01-2021,09-02-2021,Sim,
26-07-2021,ETICKET,Robo,Wap,Concluido,00-00-0000,18-08-2021,25-08-2021,Sim,
26-07-2021,ETICKET,Robo,Wap,Concluido,08-05-2021,08-06-2021,08-12-2021,Sim,
26-07-2021,ETICKET,Robo,Wap,Concluido,08-12-2021,13-08-2021,23-08-2021,Sim,
26-07-2021,ETICKET,Robo,Wap,Concluido,08-12-2021,17-08-2021,23-08-2021,Sim,
26-07-2021,ETICKET,Microondas,Midea,Concluido,00-00-0000,18-08-2021,27-08-2021,Sim,
26-07-2021,ETICKET,Microondas,Midea,Concluido,21-08-2021,23-08-2021,27-08-2021,Sim,
26-07-2021,ON SITE,Refrigerador,Panasonic,Concluido,00-00-0000,27-07-2021,27-07-2021,Sim,
26-07-2021,ON SITE,Refrigerador,Panasonic,Concluido,00-00-0000,27-07-2021,27-07-2021,Sim,
26-07-2021,BALCAO,Aquecedor,Gree,Concluido,00-00-0000,08-12-2021,08-12-2021,Sim,
26-07-2021,ON SITE,Lavadora,Panasonic,Concluido,00-00-0000,28-07-2021,28-07-2021,Sim,
27-07-2021,ON SITE,Lavadora,Panasonic,Concluido,00-00-0000,30-07-2021,30-07-2021,Sim,
27-07-2021,ON SITE,Lavadora,Panasonic,Concluido,00-00-0000,28-07-2021,28-07-2021,Sim,
27-07-2021,BALCÃO,Notebook,Hp,Concluido,00-00-0000,31-07-2021,08-02-2021,Sim,
27-07-2021,ETICKET,Aspirador,Midea,Concluido,00-00-0000,24-08-2021,26-08-2021,Sim,
27-07-2021,ETICKET,Aspirador,Midea,Concluido,00-00-0000,08-12-2021,17-08-2021,sem defeito,
27-07-2021,ETICKET,Aspirador,Midea,Concluido,09-09-2021,14-09-2021,17-09-2021,Sim,
27-07-2021,ETICKET,Aspirador,Midea,Concluido,08-12-2021,18-08-2021,25-08-2021,Sim,
27-07-2021,ETICKET,Robo,Wap,Concluido,30-08-2021,09-01-2021,09-02-2021,Sim,
27-07-2021,ETICKET,Robo,Wap,Concluido,21-08-2021,24-08-2021,25-08-2021,Sim,
27-07-2021,ETICKET,Robo,Wap,Concluido,00-00-0000,23-08-2021,25-08-2021,Sim,
27-07-2021,ETICKET,Robo,Wap,Concluido,00-00-0000,17-08-2021,23-08-2021,Sim,
27-07-2021,ETICKET,Robo,Wap,Concluido,08-12-2021,17-08-2021,00-00-0000,Sim,
27-07-2021,ETICKET,Robo,Wap,Concluido,08-12-2021,20-08-2021,25-08-2021,Sim,
27-07-2021,ETICKET,Robo,Wap,Concluido,08-12-2021,16-08-2021,17-08-2021,Sim,
27-07-2021,ETICKET,Aspirador,Midea,Concluido,30-08-2021,09-01-2021,09-03-2021,Sim,
27-07-2021,ETICKET,Robo,Wap,Concluido,08-12-2021,14-08-2021,17-08-2021,Sim,
27-07-2021,ETICKET,Robo,Midea,Concluido,00-00-0000,20-08-2021,26-08-2021,Sim,
27-07-2021,ETICKET,Robo,Midea,Sem Defeito,00-00-0000,00-00-0000,26-08-2021,Sim,
27-07-2021,ETICKET,Aspirador,Midea,Concluido,08-12-2021,18-08-2021,25-08-2021,Sim,
27-07-2021,ETICKET,Aspirador,Midea,Concluido,08-12-2021,18-08-2021,25-08-2021,Sim,
27-07-2021,ETICKET,Microondas,Midea,Concluido,00-00-0000,16-08-2021,26-08-2021,Sim,
27-07-2021,ETICKET,Panela,Midea,Troca,00-00-0000,00-00-0000,27-10-2021,não,
27-07-2021,ETICKET,Robo,Wap,Concluido,08-12-2021,16-08-2021,17-08-2021,Sim,
27-07-2021,ETICKET,Robo,Wap,Concluido,08-12-2021,18-08-2021,25-08-2021,Sim,
27-07-2021,ETICKET,Robo,Wap,DevoluãAo,00-00-0000,00-00-0000,00-00-0000,Não,
27-07-2021,ETICKET,Aspirador,Midea,Concluido,00-00-0000,30-07-2021,00-00-0000,Sim,
27-07-2021,ETICKET,Robo,Midea,Concluido,00-00-0000,09-01-2021,00-00-0000,sem defeito,
27-07-2021,ETICKET,Robo,Wap,Concluido,30-08-2021,09-01-2021,09-02-2021,Sim,
27-07-2021,ETICKET,Robo,Wap,Concluido,08-12-2021,14-08-2021,17-08-2021,Sim,
27-07-2021,ETICKET,Robo,Wap,Concluido,08-12-2021,18-08-2021,23-08-2021,Sim,
27-07-2021,ETICKET,Robo,Wap,Concluido,00-00-0000,08-12-2021,16-08-2021,sem defeito,
27-07-2021,ETICKET,Robo,Wap,Concluido,19-08-2021,14-09-2021,16-09-2021,Sim,
27-07-2021,ETICKET,Robo,Wap,Concluido,08-12-2021,16-08-2021,17-08-2021,Sim,
27-07-2021,ETICKET,Robo,Wap,Concluido,00-00-0000,16-08-2021,17-08-2021,sem defeito,
27-07-2021,ETICKET,Robo,Wap,Concluido,08-12-2021,14-08-2021,17-08-2021,Sim,
27-07-2021,ETICKET,Robo,Wap,Concluido,00-00-0000,08-12-2021,16-08-2021,Sim,
27-07-2021,ETICKET,Robo,Wap,Concluido,21-08-2021,24-08-2021,25-08-2021,Sim,
27-07-2021,ETICKET,Aspirador,Midea,Concluido,00-00-0000,08-10-2021,17-08-2021,sem defeito,
27-07-2021,BALCÃO,Robo,Wap,Concluido,00-00-0000,23-08-2021,24-08-2021,Sim,
27-07-2021,BALCÃO,Umidificador,Elgin,Troca,00-00-0000,00-00-0000,23-08-2021,não,
27-07-2021,BALCÃO,Robo,Wap,Concluido,00-00-0000,21-08-2021,28-08-2021,Sim,
28-07-2021,ON SITE,Lavadora,Panasonic,Concluido,00-00-0000,29-07-2021,29-07-2021,Sim,
28-07-2021,ON SITE,Lava E Seca,Midea,Concluido,00-00-0000,28-07-2021,28-07-2021,Sim,
28-07-2021,ON SITE,Lavadora,Midea,Sem Defeito,00-00-0000,00-00-0000,28-07-2021,não,
28-07-2021,ON SITE,Ar Condicionado,Midea,Concluido,00-00-0000,17-08-2021,17-08-2021,não,
28-07-2021,BALCÃO,Robo,Wap,Concluido,08-12-2021,23-08-2021,24-08-2021,Sim,
28-07-2021,ON SITE,Lavadora,Panasonic,Concluido,00-00-0000,29-07-2021,29-07-2021,Sim,
28-07-2021,BALCÃO,Refrigerador,Panasonic,Concluido,00-00-0000,18-08-2021,25-08-2021,Sim,
28-07-2021,ETICKET,Aspirador,Midea,Troca,00-00-0000,00-00-0000,09-02-2021,não,
28-07-2021,ETICKET,Microondas,Midea,Concluido,25-08-2021,26-08-2021,31-08-2021,Sim,
28-07-2021,ETICKET,Microondas,Midea,Concluido,00-00-0000,16-08-2021,27-08-2021,Sim,
28-07-2021,ETICKET,Robo,Wap,Concluido,21-08-2021,25-08-2021,09-01-2021,Sim,
28-07-2021,ETICKET,Combo Panela Air Fryer,Midea,Concluido,00-00-0000,18-08-2021,25-08-2021,Sim,
28-07-2021,ETICKET,Robo,Midea,Concluido,00-00-0000,20-08-2021,26-08-2021,Sim,
28-07-2021,ETICKET,Robo,Wap,Sem Defeito,00-00-0000,00-00-0000,30-08-2021,não,
28-07-2021,ETICKET,Robo,Midea,Concluido,00-00-0000,08-12-2021,25-08-2021,sim.,
28-07-2021,ETICKET,Microondas,Midea,Concluido,25-08-2021,26-08-2021,31-08-2021,Sim,
28-07-2021,ETICKET,Aspirador,Midea,Concluido,25-08-2021,26-08-2021,31-08-2021,Sim,
28-07-2021,ETICKET,Robo,Wap,Concluido,30-08-2021,31-08-2021,09-01-2021,Sim,
28-07-2021,ETICKET,Robo,Wap,Concluido,00-00-0000,13-08-2021,17-08-2021,Sim,
28-07-2021,ETICKET,Robo,Wap,Concluido,16-08-2021,18-08-2021,23-08-2021,Sim,
28-07-2021,ETICKET,Aspirador,Midea,Concluido,16-08-2021,19-08-2021,25-08-2021,Sim,
28-07-2021,ETICKET,Robo,Wap,Concluido,21-08-2021,23-08-2021,25-08-2021,Sim,
28-07-2021,ETICKET,Aspirador,Midea,Concluido,21-08-2021,23-08-2021,26-08-2021,Sim,
28-07-2021,ETICKET,Robo,Wap,Concluido,16-08-2021,23-08-2021,09-01-2021,Sim,
28-07-2021,ETICKET,Robo,Wap,Sem Defeito,00-00-0000,00-00-0000,09-01-2021,não,
28-07-2021,ETICKET,Robo,Wap,Concluido,30-08-2021,09-01-2021,09-02-2021,Sim,
28-07-2021,ETICKET,Robo,Wap,Concluido,00-00-0000,25-08-2021,09-01-2021,Sim,
28-07-2021,ETICKET,Microondas,Midea,Concluido,00-00-0000,00-00-0000,09-10-2021,Sim,
28-07-2021,ETICKET,Robo,Wap,Concluido,19-08-2021,13-09-2021,15-09-2021,Sim,
28-07-2021,ETICKET,Robo,Midea,Sem Conserto,00-00-0000,00-00-0000,10-01-2021,não,
28-07-2021,ETICKET,Robo,Wap,Concluido,08-12-2021,17-08-2021,23-08-2021,Sim,
28-07-2021,ETICKET,Robo,Wap,Concluido,08-12-2021,13-08-2021,17-08-2021,Sim,
28-07-2021,ETICKET,Microondas,Midea,Concluido,00-00-0000,00-00-0000,00-00-0000,Sim,
28-07-2021,ETICKET,Microondas,Midea,Concluido,00-00-0000,16-08-2021,27-08-2021,Sim,
28-07-2021,ETICKET,Microondas,Midea,Concluido,30-08-2021,30-08-2021,09-02-2021,Sim,
28-07-2021,BALCÃO,Fritadeira,Midea,Concluido,00-00-0000,00-00-0000,09-01-2021,não,
28-07-2021,ON SITE,Refrigerador,Panasonic,Concluido,00-00-0000,29-07-2021,29-07-2021,Sim,
28-07-2021,ON SITE,Lava E Seca,Midea,Concluido,00-00-0000,29-07-2021,29-07-2021,não,
28-06-2021,ONSITE,Lavadora,Panasonic,Cancelado,00-00-0000,00-00-0000,29-07-2021,não,
29-07-2021,BALCÃO,Robo,Wap,Concluido,00-00-0000,20-08-2021,20-08-2021,Sim,
29-07-2021,ON SITE,Lavadora,Panasonic,Concluido,00-00-0000,08-03-2021,08-03-2021,Sim,
29-07-2021,ON SITE,Ar Condicionado,Daikin,Concluido,00-00-0000,08-06-2021,08-06-2021,Sim,
29-07-2021,BALCÃO,Robo,Wap,Descarte,00-00-0000,00-00-0000,08-12-2021,não,
