DATA,TIPO DE AT.,APARELHO,MARCA,STATUS,PECA_RECEBIDA,PRONTO,SAIDA,CONSERTADO,TECNICO
22-02-2018,BALCÃO,Celular,Positivo,Concluído,0,03-05-2018,13-03-2018,Sim,
22-02-2018,BALCÃO,Ntb,Sti,Sem Conserto,0,0,27-02-2018,Não,
22-02-2018,BALCÃO,Celular,Positivo,Concluído,0,03-09-2018,03-09-2018,Sim,
23-02-2018,BALCAO,Celular,Positivo,Concluído,0,27-02-2018,28-02-2018,Sim,
23-02-2018,BALCAO,Union,Positivo,Concluído,0,03-01-2018,03-03-2018,Sim,
23-02-2018,BALCÃO,Micro Ondas,Midea,Concluído,0,03-06-2018,03-07-2018,Sim,
23-02-2018,BALCÃO,Tv,Cce,Concluído,0,06-07-2018,15-06-2018,Sim,
24-02-2018,BALCÃO,Micro Ondas,Midea,Concluído,0,03-06-2018,03-10-2018,Sim,
24-02-2018,BALCÃO,Union,Positivo,Concluído,0,16-03-2018,17-03-2018,Sim,
24-02-2018,BALCÃO,Ntb,Positivo,Concluído,0,04-07-2018,04-10-2018,Sim,
24-02-2018,BALCÃO,Celular,Positivo,Concluído,0,27-02-2018,03-03-2018,Sim,
24-02-2018,BALCÃO,Ntb,Itautec,Concluído,0,03-05-2018,13-03-2018,Sim,
24-02-2018,BALCÃO,Digtv,Positivo,Troca,0,0,17-03-2018,Não,
24-02-2018,BALCÃO,Ntb,Dell,Concluído,0,03-05-2018,03-07-2018,Sim,
26-02-2018,ETICKET,Micro Ondas,Midea,Concluído,0,03-08-2018,15-03-2018,Sim,
26-02-2018,BALCAO,Desk,Asus,Concluído,0,03-09-2018,03-09-2018,Sim,
26-02-2018,ON SITE,Lava/Seca,Midea,Concluído,0,03-08-2018,03-08-2018,Sim,
26-02-2018,BALCAO,Allinone,Hp,Concluído,0,22-03-2018,23-03-2018,Sim,
26-02-2018,ON SITE,Ar Condicionado,Midea,Concluído,0,03-06-2018,03-06-2018,Sim,
26-02-2018,BALCÃO,Ntb,Positivo,Concluído,0,03-12-2018,27-03-2018,Sim,
26-02-2018,BALCAO,Ntb,Acer,Concluído,0,03-02-2018,03-05-2018,Sim,
26-02-2018,BALCAO,Ntb,Hp,Sem Conserto,0,0,14-03-2018,Não,
26-02-2018,BALCAO,Tablet,Dell,Concluído,0,14-03-2018,26-03-2018,Sim,
26-02-2018,BALCAO,Digtv,Positivo,Troca,0,03-08-2018,03-09-2018,Não,
26-02-2018,BALCAO,Digtv,Positivo,Troca,0,03-08-2018,03-09-2018,Não,
26-02-2018,BALCAO,Micro Ondas,Midea,Concluído,0,19-03-2018,20-03-2018,Sim,
27-02-2018,BALCAO,Ntb,Samsung,Sem Conserto,0,0,04-10-2018,Não,
27-02-2018,BALCAO,Micro Ondas,Midea,Concluído,0,03-08-2018,03-08-2018,Sim,
27-02-2018,BALCAO,Micro Ondas,Midea,Concluído,0,28-02-2018,03-01-2018,Sim,
27-02-2018,ON SITE,Cooktop,Midea,0,0,0,0,0,
27-02-2018,ON SITE,Lava/Seca,Midea,Concluído,0,03-07-2018,03-07-2018,Sim,
28-02-2018,ETICKET,Micro Ondas,Midea,Troca,0,0,16-04-2018,Não,
28-02-2018,ETICKET,Climatizador,Midea,Concluído,0,20-03-2018,21-03-2018,Sim,
28-02-2018,ON SITE,Desk,Daten,Concluído,0,03-02-2018,03-02-2018,Sim,
28-02-2018,BALCAO,Micro Ondas,Midea,Concluído,0,03-07-2018,03-08-2018,Sim,
28-02-2018,ON SITE,Ntb,Daten,Concluído,0,04-06-2018,04-09-2018,Sim,
03-01-2018,ETICKET,Climatizador,Midea,Concluído,0,20-04-2018,24-04-2018,Sim,
03-01-2018,BALCAO,Ntb,Hp,Concluído,0,03-08-2018,03-08-2018,Sim,
03-01-2018,BALCAO,Ntb,Acer,Concluído,0,26-03-2018,26-03-2018,Sim,
03-01-2018,BALCAO,Micro Ondas,Midea,Concluído,0,27-04-2018,27-04-2018,Sim,
03-01-2018,ON SITE,Ar Condicononado,Midea,Concluído,0,03-06-2018,03-07-2018,Sim,
03-01-2018,ON SITE,Micro Ondas,Midea,Concluído,0,26-03-2018,27-03-2018,Sim,
03-02-2018,ON SITE,Ar Condicionado,Midea,Concluído,0,05-09-2018,05-10-2018,Sim,
03-02-2018,BALCAO,Desk,Itautec,Concluído,0,03-06-2018,03-06-2018,Sim,
03-02-2018,ETICKET,Climatizador,Midea,Concluído,0,23-03-2018,04-11-2018,Sim,
03-03-2018,BALCÃO,Ntb,Hp,Concluído,0,19-03-2018,20-03-2018,Sim,
03-05-2018,BALCÃO,Desk,Montado,Concluído,0,03-05-2018,0,Sim,
03-05-2018,BALCÃO,Ntb,Sti,Sem Conserto,0,0,03-10-2018,Não,
03-05-2018,BALCÃO,Ntb,Positivo,Concluído,0,19-03-2018,20-03-2018,Sim,
03-05-2018,ETICKET,Micro Ondas,Midea,Concluído,0,19-03-2018,20-03-2018,Sim,
03-06-2018,BALCAO,Micro Ondas,Midea,Concluído,0,13-03-2018,14-03-2018,Sim,
03-06-2018,ETICKET,Micro Ondas,Midea,Concluído,0,04-04-2018,04-11-2018,Sim,
03-06-2018,BALCÃO,Ntb,Philco,Sem Conserto,0,0,13-06-2018,Não,
03-06-2018,ETICKET,Fritadeira,Midea,Concluído,0,26-03-2018,27-03-2018,Sim,
03-07-2018,ON SITE,Ar Condicionado,Midea,Concluído,0,03-09-2018,03-09-2018,Sim,
03-07-2018,ON SITE,Ar Condicionado,Midea,Sem Conserto,0,0,21-08-2018,Não,
03-07-2018,BALCÃO,Ntb,Itautec,Sem Conserto,0,0,04-11-2018,Não,
03-07-2018,ON SITE,Lava/Seca,Midea,Concluído,0,03-08-2018,03-08-2018,Sim,
03-07-2018,BALCÃO,Ntb,Asus,Concluído,0,16-03-2018,16-03-2018,Sim,
03-07-2018,ON SITE,Ar Condicionado,Midea,Concluído,0,23-03-2018,23-03-2018,Sim,
03-07-2018,BALCAO,Ntb,Lenovo,Concluído,0,14-03-2018,28-03-2018,Sim,
03-07-2018,ON SITE,Ar Condicionado,Midea,Concluído,0,23-03-2018,23-03-2018,Sim,
03-07-2018,ON SITE,Ar Condicionado,Midea,Concluído,0,22-03-2018,22-03-2018,Sim,
03-08-2018,BALCAO,Ntb,Hp,Concluído,0,19-03-2018,22-03-2018,Sim,
03-08-2018,ON SITE,Ar Condicionado,Midea,Concluído,0,03-09-2018,03-09-2018,Sim,
03-08-2018,ON SITE,Desk,Daten,Concluído,0,14-03-2018,14-03-2018,Sim,
03-08-2018,BALCÃO,Purificador,Midea,Concluído,0,25-04-2018,30-04-2018,Sim,
03-09-2018,ON SITE,Ar Condicionado,Springer,Concluído,0,15-03-2018,15-03-2018,Sim,
03-09-2018,BALCÃO,Microondas,Midea,Sem Defeito,0,28-03-2018,29-03-2018,Não,
03-09-2018,ETICKET,Micro-Ondas,Midea,Concluído,0,23-03-2018,26-03-2018,Sim,
03-09-2018,ETICKET,Microondas,Midea,Concluído,0,26-03-2018,27-03-2018,Sim,
03-09-2018,ETICKET,Microondas,Midea,Concluído,0,25-03-2018,27-03-2018,Sim,
03-12-2018,BALCÃO,Ntb,Sony,Sem Conserto,0,0,14-03-2018,Não,
03-12-2018,BALCAO,Desk,Eazy Pc,Concluído,0,14-03-2018,15-03-2018,Sim,
03-12-2018,ON SITE,Desk,Daten,Concluído,0,14-03-2018,14-03-2018,Sim,
03-12-2018,ON SITE,Ar Condicionado,Midea,Concluído,0,07-08-2018,07-08-2018,Sim,
03-12-2018,ON SITE,Ar Condicionado,Midea,Concluído,0,29-03-2018,29-03-2018,Sim,
03-12-2018,BALCAO,Purificador,Midea,Concluído,0,27-03-2018,27-03-2018,Sim,
03-12-2018,BALCÃO,Massageador,0,Sem Conserto,0,0,24-04-2018,Não,
13-03-2018,BALCÃO,Celular,Positivo,0,0,0,0,0,
13-03-2018,ON SITE,Ar Condicionado,Springer,Concluído,0,04-10-2018,04-10-2018,Sim,
13-03-2018,ON SITE,Aspirador Vertical,Midea,Concluído,0,19-03-2018,23-03-2018,Sim,
13-03-2018,BALCÃO,Ntb,Sti,Sem Conserto,0,0,04-04-2018,Não,
14-03-2018,ON SITE,Desk,Daten,Concluído,0,14-03-2018,14-03-2018,Sim,
14-03-2018,ON SITE,Monitor,Daten,Concluído,0,16-03-2018,16-03-2018,Sim,
14-03-2018,BALCÃO,Ntb,Acer,Sem Conserto,0,0,20-03-2018,Não,
14-03-2018,ON SITE,Ar Condicionado,Midea,Concluído,0,24-09-2018,24-09-2018,Sim,
14-03-2018,ON SITE,Desk,Daten,Concluído,0,04-12-2018,04-12-2018,Sim,
15-03-2018,BALCÃO,Ntb,Acer,Concluído,0,20-04-2018,20-04-2018,Sim,
15-03-2018,ON SITE,Ar Condicionado,Carrier,Cancelado,0,0,0,Não,
15-03-2018,ETICKET,Climatizador,Midea,Concluído,0,04-09-2018,04-10-2018,Sim,
15-03-2018,ETICKET,Microondas,Midea,Concluído,0,26-03-2018,27-03-2018,Sim,
15-03-2018,BALCÃO,Ntb,Dell,Concluído,0,19-03-2018,19-03-2018,Sim,
15-03-2018,ETICKET,Microondas,Midea,Concluído,0,04-02-2018,04-11-2018,Sim,
15-03-2018,BALCÃO,Ntb,Sti,Concluído,0,27-03-2018,04-09-2018,Sim,
16-03-2018,ON SITE,Desk,Daten,Concluído,0,13-04-2018,13-04-2018,Sim,
16-03-2018,BALCÃO,Union,Positivo,Concluído,0,21-03-2018,21-03-2018,Sim,
16-03-2018,BALCÃO,Ntb,Positivo,Concluído,0,26-03-2018,26-03-2018,Sim,
16-03-2018,BALCÃO,Ntb,Cce,Concluído,0,14-04-2018,16-04-2018,Sim,
16-03-2018,BALCÃO,Ntb,Itautec,Concluído,0,22-03-2018,24-03-2018,Sim,
16-03-2018,BALCÃO,Desk,Dell,Concluído,0,28-03-2018,04-06-2018,Sim,
17-03-2018,BALCÃO,Desk,Dr.Hank,Concluído,0,21-03-2018,21-03-2018,Sim,
17-03-2018,BALCÃO,Climatizador,Midea,Sem Conserto,0,0,06-11-2018,Não,
19-03-2018,BALCÃO,Desk,Thermaltake,Concluído,0,19-03-2018,19-03-2018,Sim,
19-03-2018,BALCÃO,Ntb,Sony,Concluído,0,29-03-2018,04-02-2018,Sim,
19-03-2018,BALCÃO,Desk,Asus,Concluído,0,29-03-2018,04-02-2018,Sim,
19-03-2018,BALCÃO,Purificador,Ibbl,Sem Defeito,0,0,04-09-2018,Não,
20-03-2018,ON SITE,Ar Condicionado,Carrier,Cancelado,0,0,0,Não,
20-03-2018,ON SITE,Lava/Seca,Midea,Concluído,0,24-03-2018,24-03-2018,Sim,
20-03-2018,BALCAO,Ntb,Sony,Concluído,0,28-03-2018,29-03-2018,Sim,
21-03-2018,ON SITE,Ar Condicionado,Midea,Concluído,0,04-09-2018,04-09-2018,Sim,
21-03-2018,BALCÃO,Ntb,Cce,Concluído,0,28-03-2018,28-03-2018,Sim,
21-03-2018,ON SITE,Desk,Daten,Concluído,0,23-03-2018,23-03-2018,Sim,
21-03-2018,BALCÃO,Purificador,Midea,Concluído,0,24-04-2018,10-05-2018,Sim,
21-03-2018,BALCÃO,Tablet,Positivo,Concluído,0,04-04-2018,04-07-2018,Sim,
21-03-2018,ETICKET,Adega,Midea,Troca,0,23-03-2018,23-03-2018,Não,
21-03-2018,ETICKET,Climatizador,Midea,Concluído,0,22-05-2018,22-05-2018,Sim,
21-03-2018,BALCÃO,Aspirador,Midea,Concluído,0,28-03-2018,29-03-2018,Sim,
22-03-2018,BALCÃO,Ntb,Samsung,Sem Conserto,0,0,28-03-2018,Não,
22-03-2018,BALCÃO,Ntb,Sony,Sem Conserto,0,0,04-11-2018,Não,
22-03-2018,ETICKET,Micro Ondas,Midea,Concluído,0,28-03-2018,28-03-2018,Sim,
22-03-2018,ON SITE,Ar Condicionado,Midea,Concluído,0,13-08-2018,13-08-2018,Sim,
22-03-2018,ON SITE,Ar Condicionado,Springer,Concluído,0,30-04-2018,30-04-2018,Sim,
23-03-2018,ON SITE,Ar Condicionado,Midea,Concluído,0,04-05-2018,04-05-2018,Sim,
23-03-2018,ON SITE,Ar Condicionado,Midea,Concluído,0,04-05-2018,04-05-2018,Sim,
23-03-2018,ON SITE,Cooktop,Midea,Cancelado,0,0,28-03-2018,Não,
24-03-2018,BALCÃO,Microondas,Midea,Concluído,0,04-03-2018,04-07-2018,Sim,
26-03-2018,BALCÃO,Ntb,Samsung,Concluído,0,28-03-2018,29-03-2018,Sim,
26-03-2018,ETICKET,Panela De Pressão,Midea,Concluído,0,27-03-2018,28-03-2018,Sim,
26-03-2018,ON SITE,Desk,Daten,Concluído,0,04-04-2018,04-04-2018,Sim,
26-03-2018,BALCÃO,Ntb,Cce,Sem Conserto,0,0,0,0,
26-03-2018,BALCAO,Allinone,Hp,Concluído,0,24-04-2018,30-04-2018,Sim,
26-03-2018,ON SITE,Desk,Daten,Concluído,0,27-03-2018,27-03-2018,Sim,
26-03-2018,ETICKET,Climatizador,Midea,Concluído,0,04-11-2018,24-04-2018,Sim,
27-03-2018,ON SITE,Ar Condicionado,Carrier,Cancelado,0,0,0,Não,
27-03-2018,ETICKET,Microondas,Midea,Concluído,0,29-03-2018,04-04-2018,Sim,
28-03-2018,BALCÃO,Desk,Pcmix,Concluído,0,04-05-2018,04-06-2018,Sim,
28-03-2018,ONSITE,Ar Condicionado,Midea,Concluído,0,14-04-2018,14-04-2018,Sim,
28-03-2018,BALCAO,Ar Condicionado,Midea,Concluído,0,06-09-2018,26-06-2018,Sim,
28-03-2018,BALCÃO,Tablet,Positivo,Concluído,0,17-04-2018,05-07-2018,Sim,
0,BALCAO,Micro Ondas,Midea,Concluído,0,29-03-2018,04-03-2018,Sim,
28-03-2018,BALCÃO,Tablet,Positivo,Concluído,0,04-09-2018,05-07-2018,Sim,
29-03-2018,BALCÃO,Micro Ondas,Midea,Concluído,0,04-03-2018,23-04-2018,Sim,
29-03-2018,BALCAO,Microondas,Midea,Concluído,0,04-10-2018,04-11-2018,Sim,
29-03-2018,ETICKET,Microondas,Midea,Concluído,0,04-10-2018,04-11-2018,Sim,
29-03-2018,ETICKET,Microondas,Midea,Concluído,0,04-11-2018,04-12-2018,Sim,
29-03-2018,ETICKET,Micro Ondas,Midea,Concluído,0,20-04-2018,24-04-2018,Sim,
29-03-2018,ETICKET,Micro Ondas,Midea,Concluído,0,14-05-2018,15-05-2018,Sim,
04-02-2018,BALCÃO,Ntb,Toshiba,Concluído,0,04-09-2018,04-10-2018,Sim,
04-02-2018,BALCÃO,Ntb,Lenovo,Concluído,0,04-09-2018,04-10-2018,Sim,
04-02-2018,BALCÃO,Ar Cond. Portátil,Springer,Concluído,0,05-02-2018,05-02-2018,Sim,
04-02-2018,ON SITE,Ar Condicionado,Springer,Concluído,0,18-05-2018,19-05-2018,Sim,
04-02-2018,BALCÃO,Microondas,Midea,Concluído,0,13-04-2018,16-04-2018,Sim,
04-02-2018,BALCÃO,Ntb,Dell,Concluído,0,04-04-2018,04-05-2018,Sim,
04-02-2018,ON SITE,Lava/Seca,Midea,Concluído,0,04-07-2018,04-07-2018,Sim,
04-03-2018,ON SITE,Ar Condicionado,Carrier,Concluído,0,17-04-2018,17-04-2018,Sim,
04-03-2018,BALCÃO,Purificador,Midea,Concluído,0,04-10-2018,18-04-2018,Sim,
04-03-2018,BALCÃO,Ntb,Lenovo,Concluído,0,25-06-2018,25-06-2018,Sim,
04-03-2018,ON SITE,Desk,Daten,Concluído,0,04-04-2018,04-04-2018,Sim,
04-03-2018,ETICKET,Microondas,Midea,Concluído,0,19-04-2018,20-04-2018,Sim,
04-04-2018,BALCÃO,Notebook,Sti,Concluído,0,06-08-2018,06-08-2018,Sim,
04-04-2018,BALCÃO,Tv Lcd,Samsung,Sem Conserto,0,0,16-03-2019,Não,
04-04-2018,REVENDA/BALCAO,Aspirador,Md,Concluído,0,04-05-2018,05-09-2018,Sim,
04-04-2018,REVENDA/BALCAO,Aspirador,Md,Concluído,0,05-07-2018,05-09-2018,0,
04-04-2018,BALCÃO,Ntb,Sony,Concluído,0,04-06-2018,04-06-2018,Sim,
04-04-2018,BALCAO,Desk,Eco Desk,Sem Analise,0,0,04-05-2018,Não,
04-05-2018,ON SITE,Cooktop,Midea,Concluído,0,04-11-2018,04-11-2018,Sim,
04-05-2018,ON SITE,Ar Condicionado,Elgin,Concluído,0,04-10-2018,20-04-2018,Sim,
04-06-2018,BALCÃO,Desk,Cce,Concluído,0,19-04-2018,23-04-2018,Sim,
04-06-2018,ON SITE,Desk,Daten,Concluído,0,13-04-2018,13-04-2018,Sim,
04-06-2018,BALCÃO,Micro Ondas,Midea,Concluído,0,13-04-2018,16-04-2018,Sim,
04-06-2018,ON SITE,Desk,Daten,Concluído,0,04-12-2018,13-04-2018,Sim,
04-06-2018,ON SITE,Desk,Daten,Concluído,0,04-12-2018,13-04-2018,Sim,
04-06-2018,ETICKET,Micro Ondas,Midea,Concluído,0,05-07-2018,05-10-2018,Sim,
04-07-2018,BALCÃO,Ar Portátil,Philco,Concluído,0,07-02-2018,07-02-2018,Sim,
04-07-2018,BALCÃO,Ntb,Positivo,Sem Conserto,0,0,18-04-2018,Não,
04-09-2018,ON SITE,Desk,Daten,Concluído,0,04-10-2018,04-10-2018,Sim,
04-09-2018,ON SITE,Coifa,0,Concluído,0,18-04-2018,18-04-2018,Sim,
04-09-2018,ON SITE,Lava/Seca,Midea,Concluído,0,04-11-2018,04-11-2018,Sim,
04-09-2018,BALCÃO,Celular,Quantum,Concluído,0,04-10-2018,04-10-2018,Sim,
04-09-2018,BALCÃO,Notebook,Positivo,Concluído,0,04-12-2018,30-04-2018,Sim,
04-10-2018,BALCÃO,Notebook,Samsung,Concluído,0,0,05-02-2018,Sim,
04-10-2018,ETICKET,Microondas,Midea,Concluído,0,13-04-2018,19-04-2018,Sim,
04-10-2018,BALCÃO,Ntb,Itautec,Concluído,0,05-04-2018,05-05-2018,Sim,
04-11-2018,BALCÃO,Panificadora,Britania,Concluído,0,15-05-2018,0,Sim,
04-11-2018,BALCÃO,Secadora,Fisher,Concluído,0,18-05-2018,06-05-2018,Sim,
04-11-2018,BALCÃO,Desk,Montado,Concluído,0,18-04-2018,18-04-2018,Sim,
04-11-2018,48833101,Ar Condicionado,Midea,Concluído,0,17-04-2018,17-04-2018,Sim,
04-11-2018,48833143,Ar Condiocnado,Midea,Concluído,0,17-04-2018,17-04-2018,Sim,
04-11-2018,48835946,Ar Condicionado,Midea,Concluído,0,16-04-2018,17-04-2018,Sim,
04-12-2018,BALCÃO,Desk,Montado,0,0,0,0,0,
04-12-2018,BALCÃO,Fone,Awei,0,0,0,0,0,
04-12-2018,BALCÃO,Ntb,Samsung,Concluído,0,18-04-2018,18-04-2018,Sim,
04-12-2018,ON SITE,Desk,Daten,Concluído,0,16-04-2018,17-04-2018,Sim,
13-04-2018,ON SITE,Ar Condicionado,Midea,Concluído,0,19-04-2018,19-04-2018,Sim,
13-04-2018,BALCÃO,Purificador,Midea,Concluído,0,05-11-2018,16-05-2018,Sim,
13-04-2018,ON SITE,Ar Condicionado,Springer,0,0,0,0,0,
14-04-2018,BALCÃO,Ntb,Positivo,Concluído,0,27-04-2018,05-05-2018,Sim,
16-04-2018,BALCAO,Ntb,Amazon,Concluído,0,25-04-2018,25-04-2018,Sim,
16-04-2018,BALCAO,Ntb,Sti,Sem Conserto,0,0,25-04-2018,Não,
16-04-2018,BALCÃO,Adega,Philco,Concluído,0,15-05-2018,15-05-2018,Sim,
17-04-2018,ON SITE,Adega,Midea,Concluído,0,28-04-2018,28-04-2018,Sim,
17-04-2018,BALCÃO,Ntb,Acer,Sem Analise,0,0,18-04-2018,Não,
17-04-2018,BALCÃO,Ntb + Impressora,Positivo + Hp,Concluído,0,18-04-2018,18-04-2018,Sim,
17-04-2018,BALCÃO,Ntb,Toshiba,Concluído,0,18-05-2018,18-05-2018,Sim,
18-04-2018,BALCÃO,Ntb,Toshiba,Sem Conserto,0,0,23-11-2018,Não,
18-04-2018,ON SITE,Desk,Daten,0,0,0,0,0,
18-04-2018,BALCÃO,Ntb,Itautec,Sem Conserto,0,0,06-05-2018,Não,
18-04-2018,ON SITE,Ar Condicionado,Midea,Concluído,0,14-05-2018,14-05-2018,Sim,
18-04-2018,ON SITE,Desk,Daten,Concluído,0,23-04-2018,23-04-2018,Sim,
18-04-2018,ON SITE,Ar Condicionado,Lg,0,0,0,0,0,
19-04-2018,ON SITE,Lava/Seca,Midea,Concluído,0,19-04-2018,19-04-2018,Sim,
19-04-2018,ON SITE,Ar Condicionado,Midea,Sem Conserto,0,0,15-05-2018,Não,
19-04-2018,BALCÃO,Ntb,Positivo,Concluído,0,28-05-2018,26-07-2018,Sim,
19-04-2018,ON SITE,Ar Condicionado,Midea,Concluído,0,23-04-2018,23-04-2018,Sim,
19-04-2018,BALCÃO,Microondas,Midea,Concluído,0,27-04-2018,05-02-2018,Sim,
19-04-2018,BALCÃO,Microondas,Midea,Concluído,0,27-04-2018,27-04-2018,Sim,
20-04-2018,ON SITE,Lava/Seca,Midea,Concluído,0,05-04-2018,05-04-2018,Sim,
20-04-2018,ON SITE,Desk,Daten,Concluído,0,23-04-2018,23-04-2018,Sim,
20-04-2018,BALCÃO,Condensadora,Springer,Concluído,0,06-12-2018,17-07-2018,Sim,
20-04-2018,BALCAO,Panela Eletrica,Midea,Concluído,0,05-12-2018,05-12-2018,Sim,
24-04-2018,ON SITE,Desk,Daten,Concluído,0,25-04-2018,25-04-2018,Sim,
24-04-2018,ON SITE,Ar Condicionado,Elgin,Concluído,0,23-06-2018,23-06-2018,Sim,
24-04-2018,ON SITE,Lava/Seca,Midea,Concluído,0,25-04-2018,25-04-2018,Sim,
24-04-2018,BALCÃO,Ntb,Positivo,Concluído,0,26-04-2018,26-04-2018,Sim,
24-04-2018,ON SITE,Desk,Daten,Concluído,0,25-04-2018,25-04-2018,Sim,
24-04-2018,GARANTIA E-TICKET,Microondas,Midea,Concluído,0,05-07-2018,05-09-2018,Sim,
24-04-2018,ON SITE,Coifa,Midea,Cancelado,0,0,05-12-2018,Não,
26-04-2018,BALCÃO,Microondas,Midea,Concluído,0,15-05-2018,19-05-2018,Sim,
26-04-2018,ON SITE,Monitor,Daten,Concluído,0,27-04-2018,27-04-2018,Sim,
26-04-2018,ON SITE,Monitor,Daten,Concluído,0,27-04-2018,27-04-2018,Sim,
26-04-2018,BALCÃO,Ntb,Itautec,S/Conserto,0,0,17-05-2018,Não,
26-04-2018,ON SITE,Ar Condicionado,Elgin,Concluído,0,05-03-2018,05-03-2018,Sim,
26-04-2018,BALCÃO,Ntb,Acer,Concluído,0,05-11-2018,15-05-2018,Sim,
26-04-2018,BALCÃO,Placa Do Ar Condicionado,0,Concluído,0,21-05-2018,24-05-2018,Sim,
27-04-2018,BALCÃO,Ar Condicionado Portátil,Elgin,Concluído,0,22-05-2018,23-05-2018,Sim,
27-04-2018,ON SITE,Ar Condicionado,Midea,0,0,0,0,0,
27-04-2018,BALCÃO,Ntb,Positivo,Concluído,0,21-05-2018,22-05-2018,Sim,
27-04-2018,BALCÃO,Ar Cond Janela,Springer,Concluído,0,06-11-2018,06-12-2018,Sim,
27-04-2018,ON SITE,Desk,Daten,Concluído,0,05-03-2018,05-03-2018,Sim,
05-02-2018,ON SITE,Ar Condicionado,Springer,Concluído,0,14-05-2018,14-05-2018,Sim,
05-02-2018,BALCÃO,Ntb,Dell,Sem Conserto,0,0,05-04-2018,Não,
05-03-2018,BALCÃO,Ntb,Samsung,Concluído,0,05-09-2018,05-10-2018,Sim,
05-04-2018,ON SITE,Ar Condicionado,Springer,Concluído,0,19-05-2018,19-05-2018,Sim,
05-05-2018,BALCÃO,Desk,Montado,Concluído,0,05-08-2018,05-08-2018,Sim,
05-07-2018,ON SITE,Lava/Seca,Midea,Concluído,0,05-04-2018,05-04-2018,Sim,
05-07-2018,ON SITE,Cooktop,Midea,Concluído,0,05-07-2018,05-07-2018,Sim,
05-07-2018,BALCÃO,Desk,Montado,Concluído,0,05-08-2018,05-09-2018,Sim,
05-07-2018,BALCÃO,Ntb,Samsung,S/Conserto,0,0,22-05-2018,Não,
05-07-2018,BALCÃO,Desk,Spire,Concluído,0,23-05-2018,23-05-2018,Sim,
05-07-2018,BALCÃO,Desk,Montado,Concluído,0,23-05-2018,23-05-2018,Sim,
05-07-2018,BALCÃO,Microondas,Midea,Concluído,0,18-05-2018,13-06-2018,Sim,
05-07-2018,ETICKET,Microondas,Midea,Concluído,0,06-04-2018,06-08-2018,Sim,
05-07-2018,ETICKET,Microondas,Midea,Concluído,0,15-05-2018,16-05-2018,Sim,
05-08-2018,BALCÃO,Ntb,Dell,Concluído,0,05-08-2018,05-09-2018,Sim,
05-08-2018,ON SITE,Desk,Daten,Concluído,0,21-05-2018,23-05-2018,Sim,
05-08-2018,ON SITE,Desk,Daten,Concluído,0,05-09-2018,05-09-2018,Sim,
05-08-2018,BALCÃO,Microondas,Midea,Concluído,0,15-05-2018,18-05-2018,Sim,
05-08-2018,ON SITE,Lava/Seca,Midea,Concluído,0,05-10-2018,05-10-2018,Sim,
05-08-2018,ETICKET,Micro Ondas,Midea,Concluído,0,05-09-2018,05-10-2018,Sim,
05-08-2018,BALCÃO,Ntb,Positivo,Concluído,0,25-05-2018,06-04-2018,Sim,
05-09-2018,ON SITE,Ar Condicionado,Carrier,Concluído,0,17-05-2018,17-05-2018,Sim,
05-09-2018,ON SITE,Ar Condicinado,Midea,Concluído,0,15-05-2018,15-05-2018,Sim,
05-09-2018,BALCÃO,Desk,Itautec,Concluído,0,06-04-2018,06-04-2018,Sim,
05-10-2018,BALCÃO,Ntb,Sti,0,0,0,0,0,
05-10-2018,ON SITE,Lava/Seca,Midea,Concluído,0,05-11-2018,05-11-2018,Sim,
05-10-2018,ON SITE,Desk,Daten,Concluído,0,14-05-2018,14-05-2018,Sim,
05-10-2018,ETICKET,Micro Ondas,Midea,Concluído,0,21-05-2018,22-05-2018,Sim,
05-11-2018,ON SITE,Lava/Seca,Midea,Concluído,0,05-11-2018,05-11-2018,Sim,
05-11-2018,BALCÃO,Ntb,Positivo,Concluído,0,25-05-2018,29-05-2018,Sim,
05-11-2018,ON SITE,Desk,Daten,Concluído,0,14-05-2018,14-05-2018,Sim,
05-11-2018,ON SITE,Desk,Daten,Cancelado,0,0,15-05-2018,Não,
05-12-2018,BALCÃO,Adega,Midea,Concluído,0,15-05-2018,19-05-2018,Sim,
14-05-2018,ETICKET,Adega,Midea,Concluído,0,15-05-2018,16-05-2018,Sim,
14-05-2018,ETICKET,Microondas,Midea,Concluído,0,22-05-2018,24-05-2018,Sim,
14-05-2018,BALCÃO,Ntb,Itautec,Concluído,0,16-05-2018,17-05-2018,Sim,
14-05-2018,ETICKET,Purificador,Midea,Concluído,0,17-05-2018,21-05-2018,Sim,
14-05-2018,ETICKET,Microondas,Midea,Concluído,0,22-05-2018,24-05-2018,Sim,
14-05-2018,ON SITE,Ar Condicionado,Midea,Concluído,0,06-11-2018,06-11-2018,Sim,
15-05-2018,ETICKET,Microondas,Midea,Concluído,0,23-05-2018,25-05-2018,Sim,
15-05-2018,ETICKET,Purificador,Midea,Concluído,0,16-05-2018,21-05-2018,Sim,
15-05-2018,ON SITE,Desk,Daten,Concluído,0,16-05-2018,16-05-2018,Sim,
15-05-2018,BALCÃO,Ntb,Acer,Concluído,0,06-04-2018,06-04-2018,Sim,
16-05-2018,ON SITE,Desk,Daten,Concluído,0,22-05-2018,22-05-2018,Sim,
16-05-2018,BALCÃO,Micro Ondas,Midea,Troca,0,0,15-06-2018,Não,
16-05-2018,BALCÃO,Ntb,Samsung,Concluído,0,24-05-2018,25-05-2018,Sim,
