DATA,TIPO DE AT.,APARELHO,MARCA,STATUS,PECA_RECEBIDA,PRONTO,SAIDA,CONSERTADO,TECNICO,TEMPO_CONSERTO,MES_ANO
30/07/2021,ETICKET,Robo,Wap,Concluido,2021-08-30,2021-08-31,09/02/2021,sim,0,1,2021-08
30/07/2021,ETICKET,Robo,Wap,Concluido,2021-08-30,2021-08-31,09/01/2021,sim,0,1,2021-08
30/07/2021,ETICKET,Robo,Wap,Concluido,2021-08-30,2021-08-31,09/01/2021,sim,0,1,2021-08
30/07/2021,ETICKET,Robo,Wap,Concluido,2021-08-16,2021-08-18,25/08/2021,sim,0,2,2021-08
30/07/2021,ETICKET,Robo,Wap,Concluido,2021-08-30,2021-08-31,09/01/2021,sim,0,1,2021-08
30/07/2021,ETICKET,Aspirador,Midea,Concluido,2021-08-25,2021-08-26,31/08/2021,sim,0,1,2021-08
31/07/2021,ETICKET,Robo,Wap,Concluido,2021-08-30,2021-08-30,09/01/2021,sim,0,0,2021-08
08/02/2021,ETICKET,Aspirador,Midea,Concluido,2021-08-21,2021-08-24,26/08/2021,sim,0,3,2021-08
08/02/2021,ETICKET,Microondas,Midea,Concluido,2021-09-09,2021-10-09,15/09/2021,sim,0,30,2021-09
08/02/2021,ETICKET,Microondas,Midea,Concluido,2021-08-25,2021-08-26,31/08/2021,sim,0,1,2021-08
08/02/2021,ETICKET,Microondas,Midea,Concluido,2021-09-09,2021-10-09,15/09/2021,sim,0,30,2021-09
08/03/2021,ETICKET,Microondas,Midea,Concluido,2021-08-21,2021-08-23,27/08/2021,sim,0,2,2021-08
08/03/2021,ON SITE,Lava E Seca,Midea,Concluido,2021-09-14,2021-09-15,15/09/2021,sim,0,1,2021-09
08/04/2021,ETICKET,Robo,Wap,Concluido,2021-08-30,2021-08-30,09/01/2021,sim,0,0,2021-08
08/04/2021,ETICKET,Aspirador,Midea,Concluido,2021-01-09,2021-02-09,09/03/2021,sim,0,31,2021-01
08/04/2021,ETICKET,Robo,Wap,Concluido,2021-08-30,2021-08-30,09/01/2021,sim,0,0,2021-08
08/04/2021,ETICKET,Robo,Midea,Concluido,2021-09-21,2021-09-27,10/07/2021,sim,0,6,2021-09
08/04/2021,ETICKET,Robo,Wap,Concluido,2021-08-30,2021-08-31,09/01/2021,sim,0,1,2021-08
08/04/2021,ON SITE,Refrigerador,Panasonic,Concluido,2021-08-16,2021-08-20,20/08/2021,sim,0,4,2021-08
08/05/2021,BALCÃO,Robo,Wap,Concluido,2021-08-16,2021-08-18,23/08/2021,sim,0,2,2021-08
08/06/2021,ETICKET,Aspirador,Midea,Concluido,2021-09-09,2021-09-14,17/09/2021,sim,0,5,2021-09
08/06/2021,ETICKET,Robo,Midea,Concluido,2021-08-27,2021-09-20,30/09/2021,sim,0,24,2021-08
08/06/2021,ETICKET,Robo,Midea,Concluido,2021-08-30,2021-08-30,09/02/2021,sim,0,0,2021-08
08/06/2021,ETICKET,Aspirador,Midea,Concluido,2021-09-16,2021-09-17,23/09/2021,sim,0,1,2021-09
08/06/2021,ETICKET,Robo,Wap,Concluido,2021-09-09,2021-09-14,16/09/2021,sim,0,5,2021-09
08/06/2021,ETICKET,Panela,Midea,Concluida,2021-01-09,2021-02-09,13/09/2021,sim,0,31,2021-01
08/06/2021,ETICKET,Fritadeira,Midea,Concluido,2021-01-09,2021-10-09,23/09/2021,sim,0,273,2021-01
08/06/2021,ETICKET,Robo,Wap,Concluido,2021-08-21,2021-08-24,25/08/2021,sim,0,3,2021-08
08/09/2021,BALCÃO,Robo,Wap,Concluido,2021-08-16,2021-08-19,27/08/2021,sim,0,3,2021-08
08/10/2021,ON SITE,Refrigerador,Panasonic,Concluido,2021-08-25,2021-08-27,27/08/2021,sim,0,2,2021-08
08/10/2021,ETICKET,Robo,Wap,Concluido,2021-09-23,2021-09-27,28/09/2021,sim,0,4,2021-09
08/10/2021,ETICKET,Robo,Wap,Concluido,2021-08-25,2021-08-28,09/01/2021,sim,0,3,2021-08
08/10/2021,ETICKET,Robo,Wap,Concluido,2021-09-09,2021-09-14,16/09/2021,sim,0,5,2021-09
08/10/2021,ETICKET,Robo,Midea,Concluido,2021-08-31,2021-08-31,13/09/2021,sim,0,0,2021-08
08/10/2021,ETICKET,Robo,Wap,Concluido,2021-09-09,2021-09-17,20/09/2021,sim,0,8,2021-09
08/10/2021,ETICKET,Robo,Wap,Concluido,2021-09-09,2021-09-13,14/09/2021,sim,0,4,2021-09
08/10/2021,ETICKET,Robo,Wap,Concluido,2021-09-21,2021-09-24,27/09/2021,sim,0,3,2021-09
08/10/2021,ETICKET,Robo,Wap,Concluido,2021-09-09,2021-09-14,16/09/2021,sim,0,5,2021-09
08/10/2021,ETICKET,Robo,Wap,Concluido,2021-09-09,2021-09-14,16/09/2021,sim,0,5,2021-09
08/10/2021,ETICKET,Aspirador,Midea,Concluido,2021-08-25,2021-08-26,17/09/2021,sim,0,1,2021-08
08/12/2021,BALCÃO,Robo,Wap,Concluido,2021-08-21,2021-08-23,25/08/2021,sim,0,2,2021-08
08/12/2021,ON SITE,Cooktop,Midea,Concluido,2021-01-09,2021-09-09,14/09/2021,sim,0,243,2021-01
13/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-09,2021-09-14,15/09/2021,sim,0,5,2021-09
13/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-09,2021-09-15,16/09/2021,sim,0,6,2021-09
13/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-09,2021-09-29,30/09/2021,sim,0,20,2021-09
13/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-09,2021-09-14,16/09/2021,sim,0,5,2021-09
13/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-09,2021-09-13,14/09/2021,sim,0,4,2021-09
13/08/2021,ETICKET,Aspirador,Midea,Concluido,2021-01-09,2021-02-09,09/03/2021,sim,0,31,2021-01
13/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-09,2021-09-20,22/09/2021,sim,0,11,2021-09
13/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-09,2021-09-13,16/09/2021,sim,0,4,2021-09
13/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-09,2021-09-14,16/09/2021,sim,0,5,2021-09
13/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-09,2021-09-14,15/09/2021,sim,0,5,2021-09
13/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-09,2021-09-13,16/09/2021,sim,0,4,2021-09
13/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-14,2021-09-27,29/09/2021,sim,0,13,2021-09
13/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-09,2021-09-14,15/09/2021,sim,0,5,2021-09
13/08/2021,ETICKET,Aspirador,Midea,Concluido,2021-01-09,2021-02-09,09/03/2021,sim,0,31,2021-01
13/08/2021,ETICKET,Aspirador,Midea,Concluido,2021-02-09,2021-02-09,13/09/2021,sim,0,0,2021-02
14/08/2021,BALCÃO,Robo,Wap,Concluido,2021-08-21,2021-08-24,26/08/2021,sim,0,3,2021-08
14/08/2021,ON SITE,Lava E Seca,Midea,Concluido,2021-08-21,2021-08-25,25/08/2021,sim,0,4,2021-08
14/08/2021,ON SITE,Lava E Seca,Midea,Concluido,2021-08-21,2021-08-25,25/08/2021,sim,0,4,2021-08
16/08/2021,BALCÃO,Microondas,Panasonic,Concluido,2021-08-30,2021-08-30,09/01/2021,sim,0,0,2021-08
16/08/2021,ON SITE,Refrigerador,Panasonic,Concluido,2021-08-25,2021-08-27,27/08/2021,sim,0,2,2021-08
17/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-09,2021-09-13,15/09/2021,sim,0,4,2021-09
17/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-09,2021-09-13,15/09/2021,sim,0,4,2021-09
17/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-09,2021-09-13,14/09/2021,sim,0,4,2021-09
17/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-09,2021-09-25,27/09/2021,sim,0,16,2021-09
17/08/2021,ETICKET,Aspirador,Midea,Concluido,2021-01-09,2021-02-09,13/09/2021,sim,0,31,2021-01
17/08/2021,ETICKET,Aspirador,Midea,Concluido,2021-09-09,2021-09-14,17/09/2021,sim,0,5,2021-09
17/08/2021,ETICKET,Aspirador,Midea,Concluido,2021-09-09,2021-09-14,17/09/2021,sim,0,5,2021-09
17/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-09,2021-09-14,15/09/2021,sim,0,5,2021-09
17/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-09,2021-10-09,15/09/2021,sim,0,30,2021-09
17/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-09,2021-09-14,16/09/2021,sim,0,5,2021-09
17/08/2021,ETICKET,Aspirador,Midea,Concluido,2021-09-09,2021-09-14,15/09/2021,sim,0,5,2021-09
17/08/2021,ETICKET,Aspirador,Midea,Concluido,2021-02-09,2021-02-09,13/09/2021,sim,0,0,2021-02
17/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-09,2021-09-13,16/09/2021,sim,0,4,2021-09
19/08/2021,BALCÃO,Robo,Wap,Concluido,2021-08-30,2021-08-31,09/09/2021,sim,0,1,2021-08
19/08/2021,ETICKET,Aspirador,Midea,Concluido,2021-09-09,2021-09-14,23/09/2021,sim,0,5,2021-09
19/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-23,2021-09-28,10/04/2021,sim,0,5,2021-09
19/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-29,2021-09-30,30/09/2021,sim,0,1,2021-09
19/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-30,2021-09-30,10/01/2021,sim,0,0,2021-09
19/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-09,2021-09-16,29/09/2021,sim,0,7,2021-09
19/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-09,2021-09-16,20/09/2021,sim,0,7,2021-09
19/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-14,2021-09-16,17/09/2021,sim,0,2,2021-09
19/08/2021,ETICKET,Microondas,Midea,Concluido,2021-09-09,2021-10-09,15/09/2021,sim,0,30,2021-09
19/08/2021,ETICKET,Microondas,Midea,Concluido,2021-09-09,2021-10-09,17/09/2021,sim,0,30,2021-09
19/08/2021,BALCÃO,Robo,Wap,Concluido,2021-09-09,2021-09-13,23/09/2021,sim,0,4,2021-09
21/08/2021,BALCÃO,Robo,Wap,Concluido,2021-08-30,2021-08-31,09/02/2021,sim,0,1,2021-08
23/08/2021,ETICKET,Aspirador,Midea,Concluido,2021-09-09,2021-09-15,23/09/2021,sim,0,6,2021-09
23/08/2021,ETICKET,Aspirador,Midea,Concluido,2021-09-09,2021-09-14,17/09/2021,sim,0,5,2021-09
23/08/2021,ETICKET,Panela,Midea,Concluido,2021-07-10,2021-08-10,25/10/2021,sim,0,31,2021-07
23/08/2021,ETICKET,Aspirador,Midea,Concluido,2021-09-09,2021-09-15,23/09/2021,sim,0,6,2021-09
23/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-17,2021-09-24,29/09/2021,sim,0,7,2021-09
23/08/2021,ON SITE,Lava E Seca,Midea,Concluido,2021-01-09,2021-10-09,09/10/2021,sim,0,273,2021-01
24/08/2021,ON SITE,Refrigerador,Panasonic,Concluido,2021-02-09,2021-10-09,09/10/2021,sim,0,242,2021-02
24/08/2021,ON SITE,Lavadora,Panasonic,Concluido,2021-02-09,2021-08-26,26/08/2021,sim,0,198,2021-02
24/08/2021,BALCÃO,Robo,Wap,Concluido,2021-08-30,2021-08-31,09/01/2021,sim,0,1,2021-08
24/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-17,2021-09-24,29/09/2021,sim,0,7,2021-09
24/08/2021,ETICKET,Aspirador,Midea,Concluido,2021-09-09,2021-09-15,23/09/2021,sim,0,6,2021-09
25/08/2021,ON SITE,Lava E Seca,Midea,Concluido,2021-08-30,2021-08-30,30/08/2021,sim,0,0,2021-08
25/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-09,2021-09-14,16/09/2021,não,0,5,2021-09
25/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-21,2021-09-24,27/09/2021,sim,0,3,2021-09
25/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-09,2021-09-13,16/09/2021,sim,0,4,2021-09
25/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-17,2021-09-19,23/09/2021,não,0,2,2021-09
25/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-14,2021-09-16,20/09/2021,sim,0,2,2021-09
25/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-21,2021-09-27,29/09/2021,sim,0,6,2021-09
26/08/2021,ON SITE,Lava E Seca,Midea,Concluido,2021-08-31,2021-09-09,09/09/2021,sim,0,9,2021-08
26/08/2021,ON SITE,Refrigerador,Panasonic,Concluido,2021-09-09,2021-12-09,09/12/2021,sim,0,91,2021-09
27/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-14,2021-09-16,20/09/2021,sim,0,2,2021-09
27/08/2021,ETICKET,Aspirador,Midea,Concluido,2021-09-24,2021-09-27,10/07/2021,sim,0,3,2021-09
27/08/2021,ETICKET,Microondas,Midea,Concluido,2021-04-10,2021-04-10,14/10/2021,sim,0,0,2021-04
27/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-23,2021-09-25,28/09/2021,sim,0,2,2021-09
27/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-17,2021-09-24,29/09/2021,sim,0,7,2021-09
27/08/2021,BALCÃO,Robo,Wap,Concluido,2021-09-09,2021-09-13,14/09/2021,sim,0,4,2021-09
27/08/2021,ON SITE,Refrigerador,Panasonic,Concluido,2021-09-09,2021-12-09,09/12/2021,sim,0,91,2021-09
28/08/2021,BALCÃO,Robo,Wap,Concluido,2021-09-09,2021-11-09,18/09/2021,sim,0,61,2021-09
28/08/2021,BALCÃO,Robo,Wap,Concluido,2021-09-21,2021-09-24,10/08/2021,sim,0,3,2021-09
28/08/2021,ETICKET,Robo,Midea,Concluido,2021-04-10,2021-10-13,20/10/2021,sim,0,186,2021-04
28/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-17,2021-09-28,29/09/2021,sim,0,11,2021-09
28/08/2021,ETICKET,Aspirador,Midea,Concluido,2021-09-09,2021-09-15,23/09/2021,sim,0,6,2021-09
30/08/2021,ON SITE,Cooktop,Midea,Concluido,2021-09-17,2021-10-14,14/10/2021,sim,0,27,2021-09
30/08/2021,ETICKET,Microondas,Midea,Concluido,2021-09-14,2021-09-15,23/09/2021,sim,0,1,2021-09
30/08/2021,ETICKET,Aspirador,Midea,Concluido,2021-09-09,2021-09-15,23/09/2021,sim,0,6,2021-09
30/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-17,2021-09-28,10/04/2021,sim,0,11,2021-09
30/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-17,2021-09-27,29/09/2021,sim,0,10,2021-09
30/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-21,2021-09-25,27/09/2021,sim,0,4,2021-09
30/08/2021,ETICKET,Robo,Wap,Concluido,2021-09-23,2021-09-28,28/09/2021,sim,0,5,2021-09
30/08/2021,ETICKET,Aspirador,Midea,Concluido,2021-09-24,2021-09-27,10/07/2021,sim,0,3,2021-09
09/01/2021,ETICKET,Robo,Wap,Concluido,2021-09-27,2021-09-29,30/09/2021,sim,0,2,2021-09
09/01/2021,ETICKET,Microondas,Midea,Concluido,2021-09-16,2021-09-16,23/09/2021,sim,0,0,2021-09
09/01/2021,ETICKET,Robo,Wap,Concluido,2021-09-23,2021-09-27,29/09/2021,sim,0,4,2021-09
09/01/2021,ETICKET,Microondas,Midea,Concluido,2021-09-15,2021-09-16,23/09/2021,sim,0,1,2021-09
09/01/2021,ETICKET,Robo,Wap,Concluido,2021-09-21,2021-09-25,27/09/2021,sim,0,4,2021-09
09/01/2021,ETICKET,Robo,Wap,Concluido,2021-09-21,2021-09-24,27/09/2021,sim,0,3,2021-09
09/01/2021,ETICKET,Robo,Wap,Concluido,2021-09-21,2021-09-27,28/09/2021,sim,0,6,2021-09
09/01/2021,ETICKET,Microondas,Midea,Concluido,2021-09-16,2021-09-16,23/09/2021,sim,0,0,2021-09
09/03/2021,ETICKET,Aspirador,Midea,Concluido,2021-09-24,2021-09-27,10/06/2021,sim,0,3,2021-09
09/03/2021,ETICKET,Microondas,Midea,Concluido,2021-09-16,2021-09-16,23/09/2021,sim,0,0,2021-09
09/03/2021,ETICKET,Robo,Wap,Concluido,2021-11-22,2021-11-22,23/11/2021,sim,0,0,2021-11
09/03/2021,ETICKET,Robo,Wap,Concluido,2021-09-23,2021-09-27,28/09/2021,sim,0,4,2021-09
09/03/2021,ON SITE,Lava E Seca,Midea,Concluido,2021-09-16,2021-09-24,24/09/2021,sim,0,8,2021-09
09/04/2021,BALCÃO,Robo,Wap,Concluido,2021-09-17,2021-09-20,21/09/2021,sim,0,3,2021-09
09/04/2021,BALCÃO,Robo,Wap,Concluido,2021-09-21,2021-09-25,27/09/2021,sim,0,4,2021-09
09/04/2021,ETICKET,Robo,Wap,Concluido,2021-09-21,2021-09-24,27/09/2021,sim,0,3,2021-09
09/04/2021,ETICKET,Robo,Wap,Concluido,2021-09-21,2021-09-25,27/09/2021,sim,0,4,2021-09
09/09/2021,ETICKET,Robo,Wap,Concluido,2021-09-27,2021-09-28,30/09/2021,sim,0,1,2021-09
09/09/2021,ETICKET,Robo,Midea,Concluido,2021-09-21,2021-09-23,29/09/2021,sim,0,2,2021-09
09/09/2021,ETICKET,Robo,Midea,Concluido,2021-11-17,2021-11-18,24/11/2021,sim,0,1,2021-11
09/09/2021,ETICKET,Robo,Wap,Concluido,2021-09-23,2021-09-28,28/09/2021,sim,0,5,2021-09
09/09/2021,ETICKET,Microondas,Midea,Concluido,2021-09-21,2021-09-24,10/07/2021,não,0,3,2021-09
09/09/2021,ON SITE,Lavadora,Panasonic,Concluido,2021-04-10,2021-09-24,24/09/2021,sim,0,167,2021-04
09/09/2021,ON SITE,Refrigerador,Panasonic,Concluido,2021-09-23,2021-09-28,28/09/2021,sim,0,5,2021-09
09/10/2021,ETICKET,Robo,Wap,Concluido,2021-09-24,2021-09-27,29/09/2021,sim,0,3,2021-09
09/10/2021,ETICKET,Microondas,Midea,Concluido,2021-09-16,2021-09-16,23/09/2021,sim,0,0,2021-09
09/10/2021,ETICKET,Robo,Wap,Concluido,2021-09-23,2021-09-28,29/09/2021,sim,0,5,2021-09
09/10/2021,ETICKET,Robo,Wap,Concluido,2021-09-23,2021-09-27,28/09/2021,sim,0,4,2021-09
09/10/2021,ETICKET,Robo,Wap,Concluido,2021-09-23,2021-09-29,30/09/2021,sim,0,6,2021-09
09/10/2021,ETICKET,Robo,Wap,Concluido,2021-03-11,2021-04-11,16/11/2021,sim,0,31,2021-03
09/10/2021,BALCÃO,Robo,Wap,Concluido,2021-09-24,2021-09-28,10/01/2021,sim,0,4,2021-09
09/11/2021,BALCÃO,Robo,Wap,Concluido,2021-09-23,2021-09-24,28/09/2021,sim,0,1,2021-09
13/09/2021,ETICKET,Robo,Wap,Concluido,2021-09-23,2021-09-28,29/09/2021,sim,0,5,2021-09
13/09/2021,ETICKET,Robo,Wap,Concluido,2021-09-23,2021-09-29,30/09/2021,sim,0,6,2021-09
14/09/2021,ETICKET,Robo,Wap,Concluido,2021-09-23,2021-09-28,10/04/2021,sim,0,5,2021-09
14/09/2021,ETICKET,Robo,Wap,Concluido,2021-09-23,2021-09-28,29/09/2021,sim,0,5,2021-09
14/09/2021,ETICKET,Robo,Wap,Concluido,2021-09-23,2021-09-28,10/04/2021,sim,0,5,2021-09
14/09/2021,ETICKET,Robo,Wap,Concluido,2021-09-24,2021-09-28,10/04/2021,sim,0,4,2021-09
14/09/2021,ETICKET,Aspirador,Midea,Concluido,2021-09-24,2021-09-27,10/06/2021,sim,0,3,2021-09
14/09/2021,ETICKET,Microondas,Midea,Concluido,2021-05-10,2021-08-10,13/10/2021,sim,0,92,2021-05
14/09/2021,ETICKET,Robo,Wap,Concluido,2021-09-23,2021-09-29,10/01/2021,sim,0,6,2021-09
14/09/2021,ETICKET,Aspirador,Midea,Concluido,2021-09-28,2021-09-29,10/06/2021,sim,0,1,2021-09
14/09/2021,ETICKET,Microondas,Midea,Concluido,2021-10-21,2021-10-21,29/10/2021,sim,0,0,2021-10
15/09/2021,ON SITE,Lavadora,Panasonic,Concluido,2021-09-21,2021-10-20,20/10/2021,sim,0,29,2021-09
16/09/2021,ETICKET,Robo,Wap,Concluido,2021-09-23,2021-09-25,27/09/2021,sim,0,2,2021-09
16/09/2021,ETICKET,Robo,Wap,Concluido,2021-09-24,2021-09-28,29/09/2021,sim,0,4,2021-09
16/09/2021,ETICKET,Robo,Wap,Concluido,2021-09-23,2021-09-28,10/04/2021,sim,0,5,2021-09
16/09/2021,ETICKET,Robo,Wap,Concluido,2021-09-23,2021-09-25,27/09/2021,sim,0,2,2021-09
16/09/2021,ETICKET,Robo,Wap,Concluido,2021-09-24,2021-09-27,29/09/2021,sim,0,3,2021-09
16/09/2021,ON SITE,Lavadora,Panasonic,Concluido,2021-04-10,2021-09-24,24/09/2021,sim,0,167,2021-04
17/09/2021,ON SITE,Lava E Seca,Midea,Concluido,2021-09-24,2021-09-27,27/09/2021,sim,0,3,2021-09
17/09/2021,ON SITE,Refrigerador,Panasonic,Concluido,2021-07-10,2021-10-24,24/10/2021,sim,0,106,2021-07
17/09/2021,ETICKET,Robo,Midea,Concluido,2021-07-10,2021-10-13,18/10/2021,sim,0,95,2021-07
17/09/2021,ETICKET,Panela,Midea,Concluido,2021-04-10,2021-10-13,18/10/2021,sim,0,186,2021-04
17/09/2021,ETICKET,Robo,Wap,Concluido,2021-09-24,2021-09-28,10/04/2021,sim,0,4,2021-09
17/09/2021,BALCÃO,Robo,Wap,Concluido,2021-09-23,2021-09-29,10/04/2021,sim,0,6,2021-09
17/09/2021,ETICKET,W100,Wap,Concluido,2021-09-24,2021-09-29,30/09/2021,sim,0,5,2021-09
20/09/2021,ETICKET,Aspirador,Midea,Concluido,2021-09-28,2021-09-29,10/06/2021,sim,0,1,2021-09
20/09/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-10,2021-07-10,20/10/2021,sim,0,61,2021-05
20/09/2021,ETICKET,Robo,Wap,Concluido,2021-09-28,2021-09-29,10/01/2021,sim,0,1,2021-09
20/09/2021,ETICKET,Robo,Wap,Concluido,2021-09-29,2021-09-30,10/01/2021,sim,0,1,2021-09
20/09/2021,ETICKET,Robo,Wap,Concluido,2021-07-10,2021-10-13,15/10/2021,sim,0,95,2021-07
20/09/2021,ETICKET,Robo,Wap,Concluido,2021-09-24,2021-09-27,29/09/2021,sim,0,3,2021-09
20/09/2021,ETICKET,Robo,Wap,Concluido,2021-09-10,2021-10-13,15/10/2021,sim,0,33,2021-09
20/09/2021,ETICKET,Robo,Wap,Concluido,2021-09-27,2021-09-30,10/01/2021,sim,0,3,2021-09
21/09/2021,BALCAO,Robo,Wap,Concluido,2021-09-27,2021-09-29,10/01/2021,sim,0,2,2021-09
21/09/2021,ETICKET,Robo,Midea,Concluido,2021-04-10,2021-10-13,21/10/2021,sim,0,186,2021-04
21/09/2021,ON SITE,Lavadora,Panasonic,Concluido,2021-07-10,2021-09-29,29/09/2021,sim,0,81,2021-07
21/09/2021,BALCÃO,Robo,Wap,Concluido,2021-09-28,2021-09-30,10/04/2021,sim,0,2,2021-09
21/09/2021,BALCÃO,Robo,Wap,Concluido,2021-09-27,2021-09-28,30/09/2021,sim,0,1,2021-09
22/09/2021,ETICKET,Microondas,Midea,Concluido,2021-04-10,2021-04-10,14/10/2021,sim,0,0,2021-04
22/09/2021,ETICKET,Robo,Midea,Concluido,2021-10-13,2021-10-15,21/10/2021,sim,0,2,2021-10
23/09/2021,BALCÃO,Robo,Wap,Concluido,2021-09-28,2021-09-30,18/10/2021,sim,0,2,2021-09
23/09/2021,ETICKET,Robo,Midea,Concluido,2021-05-10,2021-08-10,13/10/2021,sim,0,92,2021-05
23/09/2021,ETICKET,Robo,Wap,Concluido,2021-03-10,2021-07-10,10/08/2021,sim,0,122,2021-03
23/09/2021,ETICKET,Robo,Wap,Concluido,2021-09-29,2021-09-30,10/01/2021,sim,0,1,2021-09
23/09/2021,ETICKET,Robo,Wap,Concluido,2021-04-10,2021-10-18,19/10/2021,não,0,191,2021-04
24/09/2021,ETICKET,Aspirador,Midea,Concluido,2021-10-13,2021-10-14,21/10/2021,sim,0,1,2021-10
24/09/2021,ETICKET,Aspirador,Midea,Concluido,2021-04-10,2021-05-10,14/10/2021,sim,0,30,2021-04
24/09/2021,ETICKET,Aspirador,Midea,Concluido,2021-10-13,2021-10-14,20/10/2021,sim,0,1,2021-10
24/09/2021,ETICKET,Fritadeira,Midea,Concluido,2021-10-26,2021-10-29,11/08/2021,sim,0,3,2021-10
24/09/2021,ETICKET,Robo,Midea,Concluido,2021-10-13,2021-10-18,19/10/2021,sim,0,5,2021-10
24/09/2021,ETICKET,Aspirador,Midea,Concluido,2021-10-13,2021-10-14,21/10/2021,sim,0,1,2021-10
24/09/2021,ETICKET,Aspirador,Midea,Concluido,2021-07-10,2021-08-10,14/10/2021,sim,0,31,2021-07
27/09/2021,ETICKET,Aspirador,Midea,Concluido,2021-10-13,2021-10-14,21/10/2021,sim,0,1,2021-10
27/09/2021,ETICKET,Aspirador,Midea,Concluido,2021-10-26,2021-10-28,11/08/2021,sim,0,2,2021-10
27/09/2021,ETICKET,Climatizador,Midea,Concluido,2021-10-27,2021-10-29,11/08/2021,sim,0,2,2021-10
27/09/2021,ETICKET,Aspirador,Midea,Concluido,2021-10-13,2021-10-14,21/10/2021,sim,0,1,2021-10
27/09/2021,ETICKET,Aspirador,Midea,Concluido,2021-06-10,2021-07-10,14/10/2021,sim,0,30,2021-06
27/09/2021,ETICKET,Robo,Wap,Concluido,2021-05-10,2021-06-10,10/07/2021,sim,0,31,2021-05
28/09/2021,ETICKET,Robo,Wap,Concluido,2021-11-16,2021-11-18,22/11/2021,sim,0,2,2021-11
28/09/2021,ETICKET,Robo,Wap,Concluido,2021-05-10,2021-06-10,10/07/2021,sim,0,31,2021-05
28/09/2021,ETICKET,Robo,Wap,Concluido,2021-05-10,2021-10-13,15/10/2021,sim,0,156,2021-05
28/09/2021,ETICKET,Robo,Wap,Concluido,2021-07-10,2021-08-10,13/10/2021,sim,0,31,2021-07
28/09/2021,BALCÃO,Robo,Wap,Concluido,2021-07-10,2021-10-16,28/10/2021,sim,0,98,2021-07
28/09/2021,ON SITE,Refrigerador,Panasonic,Concluido,2021-10-13,2021-10-25,25/10/2021,sim,0,12,2021-10
28/09/2021,ETICKET,Robo,Wap,Concluido,2021-07-10,2021-07-10,15/10/2021,sim,0,0,2021-07
28/09/2021,ETICKET,Robo,Wap,Concluido,2021-07-10,2021-10-13,15/10/2021,sim,0,95,2021-07
28/09/2021,ETICKET,Aspirador,Midea,Concluido,2021-07-10,2021-08-10,14/10/2021,sim,0,31,2021-07
28/09/2021,ETICKET,Aspirador,Midea,Concluido,2021-10-26,2021-10-29,11/08/2021,sim,0,3,2021-10
28/09/2021,ETICKET,Robo,Midea,Concluido,2021-10-13,2021-10-25,11/08/2021,sim,0,12,2021-10
28/09/2021,ETICKET,Fritadeira,Midea,Concluido,2021-10-27,2021-10-28,11/05/2021,sim,0,1,2021-10
28/09/2021,BALCÃO,Robo,Wap,Concluido,2021-06-10,2021-08-10,15/10/2021,sim,0,61,2021-06
29/09/2021,BALCÃO,Robo,Wap,Concluido,2021-05-10,2021-07-10,10/09/2021,sim,0,61,2021-05
