DATA,TIPO DE AT.,APARELHO,MARCA,STATUS,PECA_RECEBIDA,PRONTO,SAIDA,CONSERTADO,TECNICO,TEMPO_CONSERTO,MES_ANO
27/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-19,20/05/2021,sim,0,1,2021-05
27/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-21,25/05/2021,sim,0,3,2021-05
27/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-19,20/05/2021,sim,0,1,2021-05
27/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-19,20/05/2021,sim,0,1,2021-05
27/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-20,25/05/2021,sim,0,2,2021-05
27/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-20,20/05/2021,sim,0,2,2021-05
27/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-21,25/05/2021,sim,0,3,2021-05
27/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-19,20/05/2021,sim,0,1,2021-05
27/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-20,28/05/2021,sim,0,2,2021-05
27/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-18,19/05/2021,sim,0,0,2021-05
27/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-21,24/05/2021,sim,0,3,2021-05
27/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-19,21/05/2021,sim,0,1,2021-05
28/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-18,19/05/2021,sim,0,0,2021-05
28/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-20,25/05/2021,sim,0,2,2021-05
28/04/2021,ETICKET,Aspirador,Midea,Concluido,2021-04-06,2021-05-06,06/10/2021,sim,0,30,2021-04
28/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-19,21/05/2021,sim,0,1,2021-05
28/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-20,25/05/2021,sim,0,2,2021-05
28/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-20,25/05/2021,sim,0,2,2021-05
28/04/2021,ETICKET,Robo,Wap,Descarte,2021-05-19,2021-05-28,06/01/2021,sim,0,9,2021-05
28/04/2021,ETICKET,Robo,Wap,Concluido,2021-04-06,2021-07-06,06/09/2021,sim,0,91,2021-04
28/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-19,20/05/2021,sim,0,1,2021-05
28/04/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-14,2021-05-17,20/05/2021,sim,0,3,2021-05
28/04/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-18,2021-05-19,25/05/2021,sim,0,1,2021-05
28/04/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-13,2021-05-14,20/05/2021,sim,0,1,2021-05
28/04/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-18,2021-05-19,25/05/2021,sim,0,1,2021-05
28/04/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-18,2021-05-19,25/05/2021,sim,0,1,2021-05
29/04/2021,BALCÃO,Robo,Wap,Concluido,2021-05-21,2021-05-28,31/05/2021,sim,0,7,2021-05
29/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-13,2021-05-13,14/05/2021,sim,0,0,2021-05
29/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-13,2021-05-14,19/05/2021,sim,0,1,2021-05
29/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-24,26/05/2021,sim,0,6,2021-05
29/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-21,24/05/2021,sim,0,3,2021-05
29/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-19,20/05/2021,sim,0,1,2021-05
29/04/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-18,2021-05-19,25/05/2021,sim,0,1,2021-05
29/04/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-18,2021-05-19,25/05/2021,sim,0,1,2021-05
30/04/2021,BALCÃO,Robo,Wap,Concluido,2021-06-05,2021-10-05,14/05/2021,sim,0,122,2021-06
30/04/2021,ETICKET,Climatizador,Midea,Concluido,2021-05-18,2021-05-20,26/05/2021,sim,0,2,2021-05
30/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-19,20/05/2021,sim,0,1,2021-05
30/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-19,20/05/2021,sim,0,1,2021-05
30/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-19,20/05/2021,sim,0,1,2021-05
30/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-13,2021-05-14,19/05/2021,sim,0,1,2021-05
30/04/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-13,2021-05-20,26/05/2021,sim,0,7,2021-05
30/04/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-19,2021-05-20,26/05/2021,sim,0,1,2021-05
30/04/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-18,2021-05-19,25/05/2021,sim,0,1,2021-05
30/04/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-19,2021-05-20,26/05/2021,sim,0,1,2021-05
30/04/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-14,2021-05-15,20/05/2021,sim,0,1,2021-05
30/04/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-19,2021-05-20,26/05/2021,sim,0,1,2021-05
05/03/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-14,2021-05-17,20/05/2021,sim,0,3,2021-05
05/03/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-14,2021-05-15,20/05/2021,sim,0,1,2021-05
05/03/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-14,2021-05-18,25/05/2021,sim,0,4,2021-05
05/03/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-19,20/05/2021,sim,0,1,2021-05
05/03/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-14,2021-05-15,20/05/2021,sim,0,1,2021-05
05/03/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-18,2021-05-19,26/05/2021,sim,0,1,2021-05
05/03/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-14,2021-05-15,20/05/2021,sim,0,1,2021-05
05/03/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-19,2021-05-20,26/05/2021,sim,0,1,2021-05
05/03/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-14,2021-05-15,20/05/2021,sim,0,1,2021-05
05/03/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-14,2021-05-15,20/05/2021,sim,0,1,2021-05
05/03/2021,BALCÃO,Robo,Wap,Concluido,2021-05-18,2021-05-18,20/05/2021,sim,0,0,2021-05
05/03/2021,BALCÃO,Robo,Wap,Concluido,2021-05-18,2021-05-21,25/05/2021,sim,0,3,2021-05
05/03/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-18,19/05/2021,sim,0,0,2021-05
05/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-19,20/05/2021,sim,0,1,2021-05
05/04/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-18,2021-05-19,25/05/2021,sim,0,1,2021-05
05/04/2021,ON SITE,Refrigerador,Panasonic,Concluido,2021-05-14,2021-06-16,16/06/2021,sim,0,33,2021-05
05/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-26,06/01/2021,sim,0,8,2021-05
05/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-18,19/05/2021,sim,0,0,2021-05
05/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-21,24/05/2021,sim,0,3,2021-05
05/05/2021,ON SITE,Lavadora,Panasonic,Concluido,2021-05-14,2021-05-17,17/05/2021,sim,0,3,2021-05
05/05/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-18,19/05/2021,sim,0,0,2021-05
05/05/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-20,25/05/2021,sim,0,2,2021-05
05/05/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-19,21/05/2021,sim,0,1,2021-05
05/05/2021,ETICKET,Robo,Wap,Concluido,2021-07-06,2021-08-06,06/09/2021,sim,0,31,2021-07
05/05/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-20,20/05/2021,sim,0,2,2021-05
05/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-19,2021-05-20,26/05/2021,sim,0,1,2021-05
05/05/2021,ETICKET,Robo,Wap,Concluido,2021-04-06,2021-05-06,06/10/2021,sim,0,30,2021-04
05/05/2021,BALCÃO,Aspirador,Midea,Concluido,2021-05-14,2021-05-15,20/05/2021,sim,0,1,2021-05
05/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-28,2021-05-29,06/07/2021,sim,0,1,2021-05
05/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-21,2021-05-22,26/05/2021,sim,0,1,2021-05
05/05/2021,ETICKET,Microondas,Midea,Concluido,2021-05-28,2021-05-28,06/01/2021,sim,0,0,2021-05
05/06/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-18,19/05/2021,sim,0,0,2021-05
05/06/2021,ETICKET,Robo,Wap,Concluido,2021-04-06,2021-07-06,06/09/2021,sim,0,91,2021-04
05/06/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-20,20/05/2021,sim,0,2,2021-05
05/06/2021,ETICKET,Microondas,Midea,Concluido,2021-05-19,2021-05-20,27/05/2021,sim,0,1,2021-05
05/06/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-21,2021-05-22,26/05/2021,sim,0,1,2021-05
05/07/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-20,20/05/2021,sim,0,2,2021-05
05/07/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-19,20/05/2021,sim,0,1,2021-05
05/07/2021,ETICKET,Robo,Wap,Concluido,2021-07-06,2021-08-06,06/09/2021,sim,0,31,2021-07
05/07/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-21,2021-05-22,26/05/2021,sim,0,1,2021-05
05/07/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-21,2021-05-22,26/05/2021,sim,0,1,2021-05
05/07/2021,ETICKET,Robo,Wap,Concluido,2021-04-06,2021-05-06,06/09/2021,sim,0,30,2021-04
05/07/2021,ETICKET,Aspirador,Midea,Concluido,2021-04-06,2021-05-06,06/10/2021,sim,0,30,2021-04
05/07/2021,BALCÃO,Robo,Wap,Concluido,2021-05-18,2021-05-25,26/05/2021,sim,0,7,2021-05
05/08/2021,ETICKET,Aspirador,Midea,Concluido,2021-04-06,2021-05-06,06/09/2021,sim,0,30,2021-04
05/08/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-21,2021-05-22,26/05/2021,sim,0,1,2021-05
05/08/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-24,2021-05-24,06/01/2021,sim,0,0,2021-05
05/08/2021,ETICKET,Microondas,Midea,Concluido,2021-04-06,2021-07-06,15/06/2021,sim,0,91,2021-04
05/10/2021,ETICKET,Aspirador,Midea,Concluido,2021-04-06,2021-05-06,06/09/2021,sim,0,30,2021-04
05/10/2021,ETICKET,Aspirador,Midea,Concluido,2021-01-06,2021-05-06,06/09/2021,sim,0,120,2021-01
05/10/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-21,2021-05-22,26/05/2021,sim,0,1,2021-05
05/11/2021,ON SITE,Lavadora,Panasonic,Concluido,2021-05-19,2021-05-31,31/05/2021,sim,0,12,2021-05
05/11/2021,ETICKET,Panela,Midea,Concluido,2021-07-06,2021-07-06,00/00/0000,sim,0,0,2021-07
05/11/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-21,2021-05-22,26/05/2021,sim,0,1,2021-05
05/11/2021,ETICKET,Aspirador,Midea,Concluido,2021-04-06,2021-05-06,06/09/2021,sim,0,30,2021-04
05/11/2021,ETICKET,Aspirador,Midea,Concluido,2021-04-06,2021-05-06,06/09/2021,sim,0,30,2021-04
05/11/2021,ETICKET,Aspirador,Midea,Concluido,2021-04-06,2021-05-06,06/09/2021,sim,0,30,2021-04
05/11/2021,ETICKET,Aspirador,Midea,Concluido,2021-04-06,2021-05-06,06/09/2021,sim,0,30,2021-04
05/11/2021,ETICKET,Robo,Wap,Concluido,2021-04-06,2021-07-06,06/09/2021,sim,0,91,2021-04
05/11/2021,ETICKET,Robo,Wap,Concluido,2021-05-19,2021-05-20,20/05/2021,sim,0,1,2021-05
05/11/2021,ETICKET,Aspirador,Midea,Concluido,2021-09-06,2021-10-06,16/06/2021,sim,0,30,2021-09
05/11/2021,ETICKET,Aspirador,Midea,Concluido,2021-04-06,2021-05-06,06/10/2021,sim,0,30,2021-04
05/12/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-21,2021-05-22,26/05/2021,sim,0,1,2021-05
05/12/2021,ETICKET,Robo,Wap,Concluido,2021-04-06,2021-07-06,06/09/2021,sim,0,91,2021-04
13/05/2021,ETICKET,Robo,Wap,Concluido,2021-07-06,2021-08-06,06/09/2021,sim,0,31,2021-07
13/05/2021,ETICKET,Robo,Wap,Concluido,2021-07-06,2021-10-06,14/06/2021,sim,0,92,2021-07
13/05/2021,ETICKET,Robo,Wap,Concluido,2021-06-07,2021-07-07,00/00/0000,sim,0,30,2021-06
13/05/2021,ETICKET,Robo,Wap,Concluido,2021-06-14,2021-06-25,25/06/2021,sim,0,11,2021-06
13/05/2021,ETICKET,Robo,Wap,Concluido,2021-09-06,2021-10-06,14/06/2021,sim,0,30,2021-09
13/05/2021,ETICKET,Robo,Wap,Concluido,2021-07-06,2021-07-06,06/09/2021,sim,0,0,2021-07
13/05/2021,ETICKET,Robo,Wap,Concluido,2021-09-05,2021-10-06,14/06/2021,sim,0,31,2021-09
13/05/2021,ETICKET,Robo,Wap,Concluido,2021-06-14,2021-11-06,16/06/2021,sim,0,145,2021-06
13/05/2021,ETICKET,Robo,Wap,Concluido,2021-06-14,2021-06-17,18/06/2021,sim,0,3,2021-06
13/05/2021,ETICKET,Robo,Wap,Concluido,2021-07-06,2021-09-06,14/06/2021,sim,0,62,2021-07
13/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-04-06,2021-05-06,06/10/2021,sim,0,30,2021-04
13/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-04-06,2021-05-06,06/09/2021,sim,0,30,2021-04
14/05/2021,ETICKET,Robo,Wap,Concluido,2021-07-06,2021-09-06,14/06/2021,sim,0,62,2021-07
14/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-04-06,2021-05-06,06/10/2021,sim,0,30,2021-04
14/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-06-19,2021-06-21,25/06/2021,sim,0,2,2021-06
15/05/2021,ON SITE,Refrigerador,Panasonic,Concluido,2021-05-25,2021-05-26,26/05/2021,sim,0,1,2021-05
17/05/2021,ON SITE,Lavadora,Panasonic,Concluido,2021-06-21,2021-07-06,06/07/2021,sim,0,15,2021-06
17/05/2021,BALCÃO,Robo,Wap,Concluido,2021-05-27,2021-09-06,18/06/2021,sim,0,102,2021-05
17/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-09-06,2021-10-06,16/06/2021,sim,0,30,2021-09
17/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-04-06,2021-05-06,06/09/2021,sim,0,30,2021-04
17/05/2021,ETICKET,Robo,Wap,Concluido,2021-09-06,2021-11-06,14/06/2021,sim,0,61,2021-09
17/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-04-06,2021-05-06,15/06/2021,sim,0,30,2021-04
17/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-04-06,2021-05-06,06/09/2021,sim,0,30,2021-04
17/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-04-06,2021-05-06,06/10/2021,sim,0,30,2021-04
18/05/2021,BALCÃO,Robo,Wap,Concluido,2021-05-25,2021-05-27,16/06/2021,sim,0,2,2021-05
18/05/2021,ETICKET,Robo,Wap,Concluido,2021-07-06,2021-08-06,06/09/2021,sim,0,31,2021-07
18/05/2021,ETICKET,Robo,Wap,Concluido,2021-06-14,2021-06-16,18/06/2021,sim,0,2,2021-06
18/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-09-06,2021-10-06,16/06/2021,sim,0,30,2021-09
18/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-09-06,2021-10-06,16/06/2021,sim,0,30,2021-09
18/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-09-06,2021-10-06,16/06/2021,sim,0,30,2021-09
18/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-01-05,2021-05-31,06/07/2021,sim,0,146,2021-01
18/05/2021,ETICKET,Fritadeira,Midea,Concluido,2021-04-06,2021-04-06,06/09/2021,sim,0,0,2021-04
19/05/2021,BALCÃO,Robo,Wap,Concluido,2021-04-06,2021-07-06,16/06/2021,sim,0,91,2021-04
19/05/2021,BALCÃO,Robo,Wap,Concluido,2021-04-06,2021-04-06,06/09/2021,sim,0,0,2021-04
19/05/2021,ETICKET,Robo,Wap,Concluido,2021-07-06,2021-08-06,06/09/2021,sim,0,31,2021-07
19/05/2021,ETICKET,Robo,Wap,Concluido,2021-06-19,2021-06-21,24/06/2021,sim,0,2,2021-06
19/05/2021,ETICKET,Robo,Wap,Concluido,2021-07-19,2021-07-21,30/07/2021,sim,0,2,2021-07
19/05/2021,ETICKET,Robo,Wap,Concluido,2021-04-06,2021-08-06,06/09/2021,sim,0,122,2021-04
19/05/2021,ETICKET,Robo,Wap,Concluido,2021-06-14,2021-06-15,16/06/2021,sim,0,1,2021-06
19/05/2021,ETICKET,Robo,Wap,Concluido,2021-09-06,2021-11-06,14/06/2021,sim,0,61,2021-09
20/05/2021,BALCÃO,Microondas,Panasonic,Concluido,2021-05-31,2021-05-31,06/04/2021,sim,0,0,2021-05
20/05/2021,BALCÃO,Microondas,Panasonic,Concluido,2021-05-31,2021-05-31,06/04/2021,sim,0,0,2021-05
20/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-06-14,2021-06-15,06/08/2021,sim,0,1,2021-06
20/05/2021,ETICKET,Robo,Wap,Concluido,2021-09-06,2021-10-06,14/06/2021,sim,0,30,2021-09
20/05/2021,ETICKET,Robo,Wap,Concluido,2021-06-16,2021-06-17,18/06/2021,sim,0,1,2021-06
20/05/2021,ETICKET,57469322,Wap,Concluido,2021-09-06,2021-11-06,14/06/2021,sim,0,61,2021-09
20/05/2021,ETICKET,Robo,Wap,Concluido,2021-10-06,2021-10-06,14/06/2021,sim,0,0,2021-10
20/05/2021,ETICKET,Robo,Wap,Concluido,2021-09-06,2021-10-06,14/06/2021,sim,0,30,2021-09
20/05/2021,ETICKET,Robo,Wap,Concluido,2021-09-06,2021-10-06,14/06/2021,sim,0,30,2021-09
20/05/2021,ETICKET,Robo,Wap,Concluido,2021-09-06,2021-10-06,14/06/2021,sim,0,30,2021-09
20/05/2021,ETICKET,Robo,Wap,Concluido,2021-06-14,2021-06-15,18/06/2021,sim,0,1,2021-06
20/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-09-06,2021-10-06,16/06/2021,sim,0,30,2021-09
20/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-09-06,2021-10-06,16/06/2021,sim,0,30,2021-09
20/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-09-06,2021-10-06,16/06/2021,sim,0,30,2021-09
20/05/2021,BALCÃO,Aspirador,Midea,Concluido,2021-09-06,2021-10-06,19/06/2021,sim,0,30,2021-09
20/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-06-21,2021-06-21,25/06/2021,sim,0,0,2021-06
21/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-09-06,2021-10-06,16/06/2021,sim,0,30,2021-09
21/05/2021,ETICKET,Robo,Wap,Concluido,2021-09-06,2021-10-06,14/06/2021,sim,0,30,2021-09
21/05/2021,ETICKET,Robo,Wap,Concluido,2021-06-14,2021-06-15,16/06/2021,sim,0,1,2021-06
21/05/2021,ETICKET,Robo,Wap,Concluido,2021-05-07,2021-06-05,07/07/2021,sim,0,29,2021-05
21/05/2021,ETICKET,Robo,Wap,Concluido,2021-09-06,2021-10-06,14/06/2021,sim,0,30,2021-09
21/05/2021,ETICKET,Robo,Wap,Concluido,2021-06-25,2021-06-26,28/06/2021,sim,0,1,2021-06
21/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-09-06,2021-10-06,16/06/2021,sim,0,30,2021-09
24/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-09-06,2021-10-06,06/05/2021,sim,0,30,2021-09
24/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-09-06,2021-10-06,16/06/2021,sim,0,30,2021-09
24/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-09-06,2021-10-06,00/00/0000,sim,0,30,2021-09
24/05/2021,ETICKET,Robo,Wap,Concluido,2021-07-06,2021-07-06,06/09/2021,sim,0,0,2021-07
24/05/2021,ETICKET,Robo,Wap,Concluido,2021-09-06,2021-10-06,14/06/2021,sim,0,30,2021-09
24/05/2021,BALCÃO,Robo,Wap,Concluido,2021-04-06,2021-06-23,07/06/2021,sim,0,78,2021-04
24/05/2021,ON SITE,Lava E Seca,Midea,Concluido,2021-04-06,2021-06-22,22/06/2021,sim,0,77,2021-04
25/05/2021,ETICKET,Robo,Wap,Concluido,2021-06-14,2021-06-15,16/06/2021,sim,0,1,2021-06
25/05/2021,ETICKET,Robo,Wap,Concluido,2021-07-20,2021-07-26,30/07/2021,sim,0,6,2021-07
25/05/2021,ETICKET,Robo,Wap,Concluido,2021-06-14,2021-06-15,16/06/2021,sim,0,1,2021-06
25/05/2021,ETICKET,Robo,Wap,Concluido,2021-09-06,2021-10-06,14/06/2021,sim,0,30,2021-09
25/05/2021,ETICKET,Robo,Wap,Concluido,2021-06-16,2021-06-17,18/06/2021,sim,0,1,2021-06
25/05/2021,ETICKET,Robo,Wap,Concluido,2021-09-06,2021-10-06,14/06/2021,sim,0,30,2021-09
25/05/2021,ETICKET,Robo,Wap,Concluido,2021-09-06,2021-11-06,14/06/2021,sim,0,61,2021-09
25/05/2021,ETICKET,Robo,Wap,Concluido,2021-09-06,2021-10-06,14/06/2021,sim,0,30,2021-09
25/05/2021,ETICKET,Robo,Wap,Concluido,2021-06-14,2021-06-15,16/06/2021,sim,0,1,2021-06
25/05/2021,ETICKET,Aspirador,Midea,Cocluido,2021-06-14,2021-06-15,00/00/0000,não,0,1,2021-06
25/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-06-14,2021-06-14,18/06/2021,sim,0,0,2021-06
25/05/2021,ETICKET,Microondas,Midea,Concluido,2021-06-14,2021-06-22,07/02/2021,sim,0,8,2021-06
26/05/2021,BALCÃO,Microondas,Midea,Concluido,2021-06-21,2021-06-25,25/06/2021,sim,0,4,2021-06
26/05/2021,ETICKET,Robo,Wap,Concluido,2021-06-14,2021-06-15,16/06/2021,sim,0,1,2021-06
26/05/2021,ETICKET,Robo,Midea,Concluido,2021-06-21,2021-06-22,25/06/2021,sim,0,1,2021-06
26/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-06-14,2021-06-15,18/06/2021,sim,0,1,2021-06
26/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-06-14,2021-06-15,18/06/2021,sim,0,1,2021-06
26/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-06-23,2021-06-23,25/06/2021,sim,0,0,2021-06
26/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-06-14,2021-06-15,18/06/2021,sim,0,1,2021-06
26/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-06-14,2021-06-15,18/06/2021,sim,0,1,2021-06
26/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-06-21,2021-06-21,25/06/2021,sim,0,0,2021-06
26/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-06-14,2021-06-15,18/06/2021,sim,0,1,2021-06
26/05/2021,ETICKET,Microondas,Midea,Concluido,2021-07-06,2021-07-06,22/06/2021,sim,0,0,2021-07
26/05/2021,BALCÃO,Microondas,Panasonic,Concluido,2021-11-06,2021-11-06,06/11/2021,sim,0,0,2021-11
26/05/2021,BALCÃO,Robo,Wap,Concluido,2021-09-06,2021-10-06,06/12/2021,sim,0,30,2021-09
27/05/2021,ETICKET,Robo,Wap,Concluido,2021-06-19,2021-06-22,23/06/2021,sim,0,3,2021-06
27/05/2021,ETICKET,Robo,Wap,Concluido,2021-06-16,2021-06-17,18/06/2021,sim,0,1,2021-06
27/05/2021,ETICKET,Robo,Wap,Concertado,2021-06-16,2021-06-18,22/06/2021,sim,0,2,2021-06
27/05/2021,ETICKET,Fritadeira,Midea,Concluido,2021-06-14,2021-06-15,18/06/2021,sim,0,1,2021-06
27/05/2021,ETICKET,Robo,Wap,Concluido,2021-06-14,2021-06-15,16/06/2021,sim,0,1,2021-06
27/05/2021,ETICKET,Robo,Wap,Concluido,2021-06-16,2021-06-18,22/06/2021,sim,0,2,2021-06
28/05/2021,BALCÃO,Robo,Wap,Concluido,2021-06-16,2021-06-17,18/06/2021,sim,0,1,2021-06
28/05/2021,ETICKET,Robo,Wap,Concluido,2021-06-14,2021-06-15,16/06/2021,sim,0,1,2021-06
28/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-06-14,2021-06-15,18/06/2021,sim,0,1,2021-06
28/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-06-21,2021-06-21,25/06/2021,sim,0,0,2021-06
28/05/2021,ETICKET,Panela,Midea,Concluido,2021-06-21,2021-06-22,25/06/2021,sim,0,1,2021-06
28/05/2021,ON SITE,Lava E Seca,Md,Concluido,2021-04-06,2021-05-28,28/05/2021,sim,0,52,2021-04
28/05/2021,ETICKET,Robo,Wap,Concluido,2021-06-14,2021-06-15,16/06/2021,sim,0,1,2021-06
28/05/2021,ETICKET,Robo,Wap,Cncluido,2021-06-14,2021-06-15,16/06/2021,sim,0,1,2021-06
28/05/2021,ETICKET,Robo,Wap,Concluido,2021-06-16,2021-06-17,18/06/2021,sim,0,1,2021-06
28/05/2021,ETICKET,Robo,Wap,Concluido,2021-06-14,2021-06-15,16/06/2021,sim,0,1,2021-06
28/05/2021,ETICKET,Robo,Wap,Concluido,2021-06-16,2021-06-18,22/06/2021,sim,0,2,2021-06
28/05/2021,ETICKET,Robo,Wap,Concluido,2021-06-22,2021-06-23,24/06/2021,sim,0,1,2021-06
28/05/2021,ETICKET,Robo,Wap,Concluido,2021-06-16,2021-06-17,18/06/2021,sim,0,1,2021-06
28/05/2021,ETICKET,Robo,Wap,Concluido,2021-06-16,2021-06-17,18/06/2021,sim,0,1,2021-06
28/05/2021,ETICKET,Climatizador,Midea,Concluido,2021-06-21,2021-06-22,25/06/2021,sim,0,1,2021-06
31/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-06-14,2021-11-06,22/06/2021,sim,0,145,2021-06
31/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-06-21,2021-06-21,25/06/2021,sim,0,0,2021-06
31/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-06-14,2021-06-15,18/06/2021,sim,0,1,2021-06
31/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-06-25,2021-06-25,30/06/2021,sim,0,0,2021-06
31/05/2021,ETICKET,Robo,Wap,Concluido,2021-06-16,2021-06-18,22/06/2021,sim,0,2,2021-06
